Site,MedianLogRho,MedianRho,rho_T1s,rho_T10s,rho_T100s,Nperiods,Slope_mid_1_100s
SAMTEX.kap029.2003,6.801554933630145,6332204.522938106,5372573.015402396,51298927.04042811,199051550.93604904,64,0.80048078654279
SAMTEX.kap030.2003,7.611359721604792,40865773.3141067,186963848.0092538,273485493.6483215,84557052.49497603,54,-0.43934110275925287
SAMTEX.kap031.2003,7.122165667976733,13248468.20994878,6110428.477555704,15601421.003845135,67454788.32550107,55,0.30324803488455393
SAMTEX.kap032.2003,8.550659533657576,355352629.68152297,56515537.80666099,1547352857.695848,1560199165.6632624,80,0.5697253782589684
SAMTEX.kap033.2003,7.419688900077518,26283845.160675738,45791044.73801387,101498064.49059202,0.0,58,
SAMTEX.kap034.2003,8.532916958312656,341127678.1740325,272454070.9074016,10020624417.79413,1892652205.589914,48,0.14700815514561683
SAMTEX.kap035.2003,9.11743803712766,1310503053.2841816,1976435436.0056813,569366375.32539,650665402.4144245,55,-0.2754537553316525
SAMTEX.kap036.2003,9.845963648089686,7013965867.070587,12780219230.79953,6592328884.152588,8491358923.269503,54,-0.3011895384282542
SAMTEX.kap037.2003,9.735208020025157,5435106019.331232,9338606078.695183,5448806227.999999,6378801984.020004,55,-0.26641734404057105
SAMTEX.kap038.2003,9.330083329560734,2138372346.9242074,2819891581.087429,1809741935.29377,2013431520.4261458,45,0.04305041764030083
SAMTEX.kap039.2003,9.398265389865912,2501873746.5509577,3985542351.0252995,1565962457.3898556,1054268767.0709746,52,-0.5349994872481922
SAMTEX.kap040.2003,8.498320603077794,315007288.97680515,91478023.19920942,609846683.9709755,809245451.663976,80,0.5232775700590636
SAMTEX.kap041.2003,9.817952227703154,6575854991.17601,5869865374.235376,122090662040.57965,19614127658.46951,45,0.5718663999307202
SAMTEX.kap042.2003,8.842563988262937,695927484.0033481,6804372584.517103,12811385160.883055,1054268767.0709746,104,
SAMTEX.kap043.2003,9.62133512287684,4181529094.352627,4244124870.877839,8696356089.082794,8392824182.766118,84,0.25049892785932876
SAMTEX.kap044.2003,9.222127462485497,1667736610.1163008,2712906894.9984436,1749903252.2660291,1504795508.122704,80,-0.08026894720628813
SAMTEX.kap045.2003,9.466915934024847,2930325969.901565,6623126752.820244,3190359535.521392,0.0,104,
SAMTEX.kap046.2003,9.125109069686268,1333856377.7722144,1743197567.2830389,1442839482.2120035,1356677845.910512,88,-0.04364276630905632
SAMTEX.kap047.2003,7.651237045036277,44795774.01279638,98280675.55623405,79845705.27550253,54975400.92588765,88,-0.069834380815636
SAMTEX.kap048.2003,7.020619847449063,10486241.30870286,15061813.579928063,20833924.798159897,0.0,104,
SAMTEX.kap049.2003,5.847865046754354,704474.1257235925,496977.0128967511,610543.0077814729,844213.3447409952,84,0.20721648185536473
SAMTEX.kap050.2003,6.805574285731543,6391080.469310433,4559085.888758354,6825044.587662266,6106468.596198769,84,0.12677765361405366
SAMTEX.kap051.2003,3.6095215824609905,4069.3175596464885,10139.748214900732,6919.633501149053,0.0,64,
SAMTEX.kap052.2003,6.824772979090893,6679946.421340516,19331731.642253276,2153857.1547631444,0.0,82,
SAMTEX.kap053.2003,8.183591488824085,152612985.6686942,322232287.6882144,50785334.801541865,34232505.867907226,45,-0.4460482530345452
SAMTEX.kap055.2003,6.381424540278429,2406714.310259075,35003576.578506224,5023984.375137076,0.0,104,
SAMTEX.kap056.2003,6.183480982060207,1525741.580472845,1952759.3929394204,393129.31731970364,348958.2184368958,45,-0.42558990246380907
SAMTEX.kap057.2003,7.532674406085574,34093721.25328044,37001032.5169546,28236353.23141898,0.0,74,
SAMTEX.kap058.2003,8.655232444396276,452097852.80156106,861574629.3991145,305300239.5742836,127977712.81164463,84,-0.419935885298923
SAMTEX.kap059.2003,8.937484570184026,865933557.5240958,1750334032.939107,571859415.9834872,228382546.74576047,84,-0.44945539807189616
SAMTEX.kap060.2003,8.362234194045083,230268320.85413647,1172893561.3223884,343513923.98511934,0.0,104,
SAMTEX.kap061.2003,7.988136401484061,97305278.83399706,262673247.94578224,86845841.67350797,43256813.544553585,76,-0.4088930352455839
SAMTEX.kap062.2003,8.705937346969401,508086138.7678053,1088630829.0220988,527389974.4898285,276759398.2691781,45,-0.3118175118705765
SAMTEX.kap063.2003,8.530106479532046,338927243.5189823,1105865413.6503701,561096547.262543,0.0,104,
SAMTEX.kap064.2003,7.567104001682559,36906596.92214981,72586469.16304219,46923968.91794025,26128038.228470463,84,-0.26371970067902417
SAMTEX.kap065.2003,8.11523139513049,130386129.98119141,337306037.6035783,155997061.1971915,103442912.86925335,84,-0.26459145223364716
SAMTEX.kap066.2003,7.426464698302093,26697137.50191275,39904986.92909436,19399637.825524606,14529158.817745088,84,-0.2151988761643337
SAMTEX.kap067.2003,8.610497004743799,407846748.9109474,1199920172.5326543,561186936.228616,374427649.5139826,48,-0.26440797537658717
SAMTEX.kap068.2003,8.610498909640967,407848537.8073142,1199920406.7819262,561186209.3227723,374427817.67981404,48,-0.264407317032597
SAMTEX.kap069.2003,8.452068969319903,283184167.84345716,913870901.5540762,702360659.0509131,0.0,104,
SAMTEX.kap070.2003,7.466565253852603,29279607.71887721,76123071.53161708,54104461.782481074,26237586.065897465,55,-0.2936430809205538
SAMTEX.kap071.2003,8.63301774661817,429553979.3128056,1524933773.9356103,583614776.6494595,231343222.38311204,84,-0.45696054794381963
SAMTEX.kap072.2003,8.260033705717891,181984209.15901184,879385973.0199472,305956546.888297,0.0,104,
SAMTEX.kap073.2003,8.63166777478614,428220816.0700567,860777102.2560556,253625211.77260605,89485523.04002358,84,-0.5218288434552036
SAMTEX.kap074.2003,7.769975288390842,58881015.07616043,116323420.62082614,32233451.34692029,10115930.80044382,84,-0.5392502633710797
SAMTEX.kap075.2003,8.741840311081464,551874479.2002853,2335979673.5494685,708155239.8886791,0.0,104,
SAMTEX.kim001.2003-2006,7.351960113887914,22488480.595207684,12044475.034162112,11312997.068435226,25748461.492523745,65,0.11645915801404685
SAMTEX.kim002.2003-2006,7.547919380627679,35311761.34378896,17213905.88970793,11628657.264144296,8360492.750937464,54,-0.14775290858362475
SAMTEX.kim003.2003-2006,7.582909341445337,38274483.73609351,20276126.475345667,,,40,-0.024117632995527386
SAMTEX.kim004_H.2003-2006,7.822881250513302,66509127.48989471,17103794.769320276,,,40,-0.43329938936562856
SAMTEX.kim004_L.2003-2006,7.11477832993364,13025017.933595171,,,10284506.146644745,20,0.3269040198024659
SAMTEX.kim005.2003-2006,8.752039120292912,564987865.386013,690138755.6977296,5550068199.922687,1791814575.3005822,80,-0.31408575033033115
SAMTEX.kim006.2003-2006,8.584020430883722,383725296.98232806,285330244.59479535,3034344786.330579,16138206231.496292,80,0.4696142667876167
SAMTEX.kim007.2003-2006,9.202913073032036,1595559753.2337074,2158683459.8088923,18177030581.427685,34213963388.516396,55,0.7329436598919696
SAMTEX.kim009_H.2003-2006,7.694863433065864,49529441.752399296,106086504.25798847,,,36,0.6228181800927902
SAMTEX.kim009_L.2003-2006,8.901157473534584,796448087.1271974,,,87839599.0979605,20,-1.4370907361932401
SAMTEX.kim010.2003-2006,10.200836630593406,15879492942.332048,1181166846.4571483,134288425242.36224,21878883061.648552,80,0.37209981830779376
SAMTEX.kim011.2003-2006,7.320270463040547,20905976.748505957,128976053.46790145,,,37,
SAMTEX.kim012.2003-2006,8.29600621881733,197699794.92467842,62734456.514675945,257586558.6117019,380548966.7710046,33,0.4587192575611117
SAMTEX.kim013.2003-2006,8.484084628697715,304848897.4879414,238788053.0358016,1129591689.1564069,1227151488.5809786,80,0.43870905749528954
SAMTEX.kim014.2003-2006,8.011496474011635,102682509.49560475,44378727.43930847,260374368.03901395,667278869.4244442,80,0.5790613893954024
SAMTEX.kim015.2003-2006,8.487939591450681,307566897.22722584,336459174.38868207,992236693.7106887,1093958889.39969,52,0.32248146780055925
SAMTEX.kim016.2003-2006,8.02255182036286,105329936.01489282,104004290.47243966,300487828.5680652,318708919.192321,48,0.3379859844447281
SAMTEX.kim017.2003-2006,8.714520259304695,518227266.1094685,516810145.729205,1378634011.675683,1610190591.7243254,48,0.3621948309812451
SAMTEX.kim018_H.2003-2006,6.415780552238109,2604837.0007023877,10595375.787392708,1548551.9448762531,1072572.2611911318,80,-1.0589148901559553
SAMTEX.kim018_L.2003-2006,8.084260423694053,121411667.45147268,,,223300209.29132736,20,0.07257429060257821
SAMTEX.kim019.2003-2006,6.7863240851860365,6113981.005928025,105729879.78292444,10339420.802503414,881161.7015730235,80,-1.2809012810546134
SAMTEX.kim020.2003-2006,7.8831179503037765,76404326.2378373,52167138.376280166,150594022.38526326,253824130.53113985,80,0.40765798238173284
SAMTEX.kim021.2003-2006,7.227684739511804,16892142.620171256,9665319.358851261,16219180.91758157,31702713.584882416,73,0.3408317535637666
SAMTEX.kim201.2003-2006,6.142380384827305,1387970.9766036996,847727.2517998015,883284.0171636803,811535.9075328107,76,0.09370283140117948
SAMTEX.kim213.2003-2006,7.592294757770665,39110625.14423736,20230539.57082668,262626646.69994143,343571641.4730105,48,0.675525130450393
SAMTEX.kim214.2003-2006,9.337326322289403,2174334327.0739846,1410717728.2216334,6902304418.576373,9556975112.131874,48,0.4816256185804629
SAMTEX.kim215.2003-2006,8.61899346969382,415904356.6655171,476128777.27438176,1906027979.8756235,2372238675.955429,67,0.35961064215817395
SAMTEX.kim314.2003-2006,7.38101098638772,24044236.24164638,12558354.863372916,64052575.49467213,87496524.50729027,64,0.4265538648283274
SAMTEX.kim401.2004,7.75462298051897,56835931.284859106,36966968.01970622,60920245.0990663,351085435.9889528,47,0.35262172240478573
SAMTEX.kim402.2004,7.393626310215965,24752912.704176094,18837021.189319126,14836561.876643132,304520691.5244908,47,0.07406473320418366
SAMTEX.kim403.2004,8.446719339153193,279717307.4950128,135248389.50416702,2421662886.9270034,2217705072.1291065,47,0.9589689730126301
SAMTEX.kim404.2004,8.248445570037118,177192595.6409448,315284476.3890865,178728065.28290018,177114897.60664564,47,-0.04869712506646099
SAMTEX.kim405.2004,8.943403181206806,877815370.8197947,1085020958.6059034,694576881.650379,1040939954.8498635,80,0.004261644510996975
SAMTEX.kim406.2004,8.967100905824603,927045191.9761068,1886433143.0871847,854217164.8783464,1238672371.5727246,77,-0.1565250018385401
SAMTEX.kim407.2004,8.904937197474581,803409934.1535857,2109469886.0274596,775858496.8238587,793570116.3923533,80,-0.27520808184778467
SAMTEX.kim408.2004,7.707986837775719,51048952.82626293,103251210.32222469,35311621.18616138,57810927.36136434,72,-0.1785155183375535
SAMTEX.kim409.2004,7.984525269926941,96499545.95494416,195223971.89420095,90550866.86566801,110330735.04876372,47,-0.21784863358979398
SAMTEX.kim410.2004,8.251991088878974,178645091.89783713,104322218.34417328,314278693.2582873,371667771.04409003,80,0.20910210847779465
SAMTEX.kim411.2004,7.412078438223231,25827266.165321693,10258203.800468406,51856352.392275736,85120910.24751645,80,0.4623258832871907
SAMTEX.kim412.2004,7.212050109766189,16294840.349214334,7535339.970184033,38644428.75357144,75494636.30597194,80,0.5362725928056702
SAMTEX.kim413.2004,6.9071921067765985,8075921.833542045,4304279.987386357,20509559.961046893,58945606.04578262,80,0.6317690223260197
SAMTEX.kim418.2004,7.0740191816740685,11858211.216899607,5365211.824609439,25335173.143233705,70787099.13835518,80,0.5782817178053684
SAMTEX.kim419.2004,6.961490234759011,9151456.8172626,4101236.7414241727,22812872.185537707,78264080.00929126,80,0.7002216274650479
SAMTEX.kim420.2004,7.326449196874933,21205533.193951156,9287543.651965326,46746224.30148248,142135947.08488908,80,0.6207417523928416
SAMTEX.kim421.2004,7.578649833957133,37900927.14535218,21790317.79785996,81401714.92513302,261663945.45644906,80,0.6002095732399355
SAMTEX.kim422.2004,7.549242833155413,35419533.19215773,18809256.669537254,65356531.084365286,236711469.70185763,80,0.6108792001334485
SAMTEX.kim423.2004,7.392703184262152,24700354.383654203,11551842.17503152,34852774.047929205,131382455.77106309,80,0.589918513465921
SAMTEX.kim424.2004,6.158327513197316,1439884.0243504203,911019.1175997864,2449033.523454043,8555257.645232158,80,0.5277275032150421
SAMTEX.kim425.2004,7.381849360932408,24090696.75598048,14989004.481701177,38735562.550188944,124668664.52073465,80,0.4848095315608436
SAMTEX.kim426.2004,7.331184526158895,21438012.813249577,12548518.952944953,34277920.93672248,97307192.80795899,80,0.4563328104931176
SAMTEX.kim427.2004,6.143508094930013,1391579.7326265913,683390.3961435215,2192482.3420607336,5038144.709404092,80,0.41475398971049254
SAMTEX.kim428.2004,7.3913155950741025,24621561.649629887,11324687.16564815,35254538.087166555,65289345.95354786,80,0.3243229946502748
SAMTEX.kim429.2004,7.530231918297218,33902515.117633075,14591694.972154763,49462020.67996593,67758227.63257432,80,0.26012384025205165
SAMTEX.kim430.2004,6.35011828739966,2239330.974933807,1069253.5499497748,3406075.891371854,3296236.2290410683,80,0.17056392299677633
SAMTEX.kim431.2004,7.6524126074505485,44917192.925546326,27954071.26134797,75775931.20681548,53550061.015332505,84,0.06094614334960153
SAMTEX.kim432.2004,7.501864192710261,31758807.925294377,26331852.405439083,59715758.84996732,31676600.676045023,80,-0.05295027285877664
SAMTEX.kim433.2004,8.19055621656018,155080151.48441693,81022008.45342912,526870604.89421254,322028431.4154111,80,0.0954745915864008
SAMTEX.kim434.2004,6.267106517242086,1849722.2354972393,5711022.280859403,6136952.26417019,1767604.209238266,80,-0.35718150530598564
SAMTEX.kim435.2004,8.42209538357347,264298917.01069483,1055273063.9599296,665895510.5687678,194287309.2073936,80,-0.44970904765045056
SAMTEX.kim436.2004,8.380801823072472,240326589.3292365,1078032730.0201828,630975367.9061971,189037083.46949977,80,-0.4480495923954029
SAMTEX.kim437.2004,8.208340524775046,161562485.11992016,818154610.3834857,351262597.4962138,110370977.55266891,47,-0.508657463813832
SAMTEX.kim438.2004,8.96832960113325,929671679.1667398,4666339417.434996,1881225704.257514,590206556.7866501,80,-0.5038327874666942
SAMTEX.kim439.2004,7.7253629152131715,53132825.95953015,109506818.55107671,33652934.05799374,8131554.785367859,80,-0.6098256551825033
SAMTEX.kim440.2004,7.60223364199975,40015997.01588375,48130499.680942774,34354251.186721735,6578028.428595047,80,-0.4935333323589684
SAMTEX.kim441.2004,9.214404227887155,1638340728.9125817,2069305632.039038,10307965474.691135,2466062480.38796,80,-0.46724046285858467
SAMTEX.kim442.2004,8.206854669433746,161010674.53438807,646830283.4235271,482762152.84570706,142961482.13726187,80,-0.3807188241122659
SAMTEX.kim443.2004,7.087559882536112,12233757.921454972,20875506.137616932,3958989.0607809974,1010956.9657563546,47,-0.6404808750908272
SAMTEX.kim444.2004,8.567936249998834,369773896.7590421,759542047.2530197,153053222.58231628,29979754.664096855,80,-0.7097709333865285
SAMTEX.kim445.2004,7.8895399415187635,77542525.49684083,157778716.90635017,24142822.104437206,3716009.936992919,80,-0.8506579014311464
SAMTEX.kim446.2004,8.134877161635256,136419722.45764023,306100321.84562355,56674407.228490055,9487460.867121695,80,-0.7674228018646574
SAMTEX.kim447.2004,9.067704675238875,1168704389.6151316,2389307475.5732827,448917262.76082414,81063216.74755068,80,-0.758061001241162
SAMTEX.kof001.2004,10.236171289374614,17225478282.90577,918150253.7144717,56232091164.98419,88904045482.70229,80,0.9578955740478118
SAMTEX.kof002.2004,8.615371866978908,412450530.9203757,75740551.84952463,3392602165.005291,1314090699.9642222,80,0.6494850116815605
SAMTEX.kof003.2004,8.953275428443735,897998122.0486416,178925562.79579154,5699806139.023293,4390288170.579507,80,0.891136773320022
SAMTEX.kof004.2004,1.7486657156185912,56.061629333381184,139.58933331162012,274.0587401731043,0.0,67,
SAMTEX.kof005.2004,7.505486748400629,32024823.760010723,34628462.08562156,90846183.47669122,75940899.89625098,47,0.09354062573058672
SAMTEX.kof006.2004,7.718242337401628,52268776.87160828,46529033.42514672,114949308.97126403,150209682.64804396,47,0.2642785050023121
SAMTEX.kof007.2004,7.311547425392238,20490257.934088957,94517317.69100094,238989636.64132956,0.0,67,
SAMTEX.kof008.2004,7.852500237439442,71203318.92851001,72899117.01231438,228058359.77885312,259525726.4278233,47,0.22483914793623963
SAMTEX.kof009.2004,8.310300045528981,204314902.87093645,225699632.59062338,645286935.8709167,638138060.9029305,47,0.17683441306439696
SAMTEX.mak001.2006,6.391697652108464,2464323.123125817,734705.6191272949,6375502.455648642,21272375.680634268,82,0.7876272728025442
SAMTEX.mak002.2006,6.42512979023472,2661520.344454614,701882.6173455203,5868881.266595646,15581966.645916447,84,0.7334224167187452
SAMTEX.mak003.2006,6.370621603206431,2347586.4989504693,446481.60509998474,3556775.4945071535,10388492.777889077,88,0.7345965973894087
SAMTEX.mak004.2006,7.012454240393652,10290920.907949498,2571497.0766381957,15023876.61117262,18811690.78560547,84,0.47654441670133546
SAMTEX.mak005.2006,6.787514163396662,6130757.8571250625,2868372.1266572694,18047740.331924092,18764529.646745663,47,0.45811617238336844
SAMTEX.mak006.2006,6.641841349885981,4383705.294054513,2481085.5656147404,16353688.921473041,20458616.925607294,47,0.517185679605898
SAMTEX.mak007.2006,6.707851208672066,5103301.285238746,1610882.2150555449,7916824.1528452365,25332685.50095511,88,0.6431783985374045
SAMTEX.mak008.2006,6.4687592737986375,2942790.015024396,775693.8886359027,7413028.707045853,30942473.68045034,84,0.8241337109305011
SAMTEX.mak009.2006,6.959894521130116,9117893.62464938,2457337.2229274344,19054852.235928845,77257414.97251026,84,0.7702514571200617
SAMTEX.mak010.2006,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,0.7858106542436668
SAMTEX.mof101.2005,8.06541196223592,116255086.12647831,26535926.18921991,144393656.1574782,400582252.066273,88,0.5288483872248528
SAMTEX.mof102.2005,7.837263128414754,68748484.41255634,16774671.95353927,87611089.52592313,244115170.98485342,88,0.5484782826232979
SAMTEX.mof103.2005,7.4289180684988,26848378.917905048,7282870.253500614,47202427.11981434,162127508.21204844,84,0.6526294595557642
SAMTEX.mof104.2005,6.810026405246303,6456934.862160085,1274150.0521907934,9772363.214844577,46167605.79734976,88,0.7991893771497439
SAMTEX.mof105.2005,6.905131329517451,8037691.43129679,1637101.0600042597,12194112.328810759,61324025.60807022,88,0.8193007262404947
SAMTEX.mof106.2005,6.845376857859833,7004495.455595108,1417505.320412412,10768208.990982099,58032066.769832976,88,0.8284365085882639
SAMTEX.mof107.2005,6.409689446685621,2568558.4129007175,1401069.382146315,10020402.298411861,50412972.791008316,47,0.7898143422725715
SAMTEX.mof108.2005,6.828795548064856,6742105.562357158,3542678.7075617434,23523052.04724498,87930088.02425484,47,0.6787968958492129
SAMTEX.mof109.2005,7.2939058239533106,19674596.030546688,10669150.228292286,55240259.92073692,148153054.3587874,47,0.529820013053299
SAMTEX.mof110.2005,7.292819967506119,19625465.538706336,10660794.391632503,54932521.87625865,136830109.06437615,47,0.5132802505962274
SAMTEX.mof111.2005,7.469613393961336,29485832.489688057,17255258.774540234,67788012.15914527,142282575.84538752,47,0.4133951359728156
SAMTEX.mof112.2005,6.788385104956866,6143064.919754004,3175258.9007538096,24273788.978484564,50543716.39108469,47,0.591573400331512
SAMTEX.mof113.2005,6.8491776801303255,7066065.845777466,3764121.661964828,26310546.251305472,51238179.52935841,47,0.5581975123349855
SAMTEX.mof114.2005,6.512757520473787,3256548.2745809853,1751267.4411861517,13549954.032806749,29557634.21508248,47,0.6180852822994585
SAMTEX.mof115.2005,6.805783240847519,6394156.194042784,2566706.624342357,17923113.092707165,27511573.48026432,47,0.4854216330126591
SAMTEX.mof116.2005,8.542624299200522,348838410.7111746,116876327.39632627,473592942.0905033,468808999.8790643,88,0.23153818487505773
SAMTEX.mof117.2005,8.211151473767622,162611581.55442262,75205305.32388544,225701848.93747002,210101634.64551014,84,0.1511041780124188
SAMTEX.mof118.2005,8.094804422354944,124395429.04919823,55173904.57870237,149031649.96722084,169809970.1903682,88,0.21217999179566968
SAMTEX.mof119.2005,8.28151433239616,191211642.63916078,94876093.65251926,222840979.19888526,214687726.50603795,88,0.10694596861634541
SAMTEX.mof120.2005,7.96865262036412,93036340.69001426,54437255.597018436,126929318.26337403,100893203.85098623,88,0.05724312146364204
SAMTEX.mof121.2005,7.3029556080746785,20088874.61300411,11014040.096817931,33786471.32866937,26929193.589332372,88,0.11466803091091171
SAMTEX.mof122.2005,8.093280009823744,123959555.3764871,100460087.49118738,154525067.02744883,114511989.81032091,88,-0.026694035780398286
SAMTEX.mof123.2005,9.138324542963353,1375069163.5575652,2140778113.5342848,1659263667.8259165,984169706.9455788,88,-0.19560257463248196
SAMTEX.mof124.2005,8.425225120520853,266210462.85188216,266874720.53316468,166161864.0472174,92320864.70738855,55,-0.2562107867285663
SAMTEX.mof125.2005,9.043199368176449,1104585577.0059981,1902216444.7012744,1013173844.1471378,462932656.7244234,88,-0.3470382445972951
SAMTEX.mof126.2005,9.225610875012865,1681167071.4535253,3407850113.5634294,2029358522.3911123,1130568213.2519794,88,-0.2335721524440492
SAMTEX.mof127.2005,9.084224278995046,1214015632.3475046,2611960590.866589,1267693478.1098793,728598056.7374158,88,-0.25088375571273885
SAMTEX.mol101.2005,8.765070356643468,582197527.3875614,2153693117.102766,813049648.602017,554316879.8682739,56,-0.3642781843785582
SAMTEX.mol102.2005,8.488020562960916,307624246.5120117,881692710.8341635,414579924.0520508,314519362.57512754,84,-0.2928277422067669
SAMTEX.mol103.2005,8.281101014180638,191029753.0156344,351608476.819776,266564752.25483474,205380460.165488,84,-0.20382014837247014
SAMTEX.mol104.2005,8.109114620071864,128562592.07393686,124719928.77657144,195993675.64879346,182727747.06046328,84,-0.009482859508066776
SAMTEX.mol105.2005,7.473400821102811,29744099.217149895,17837964.87372246,49941512.64058366,62738716.77860229,47,0.20956044315620662
SAMTEX.mol106.2005,7.720692747528804,52564525.39564849,31239831.800920166,102935622.7367445,159280011.53032786,47,0.25866256811322563
SAMTEX.mol107.2005,6.237360995545008,1727273.04445546,1045007.3883280986,3144323.8302938095,4025947.1318343873,47,0.2494580844247131
SAMTEX.mol108.2005,7.853099773824034,71301681.81697033,49138530.416404925,125350109.9860264,169947196.03864977,47,0.26329589733003406
SAMTEX.oka002.2006,6.6422559765536615,4387892.473754003,2355756.027542466,5506782.055473102,5350568.824289251,82,0.11138471865917449
SAMTEX.oka003.2006,6.898879019891503,7922805.965128281,2894421.4337109383,11285857.227094285,9512064.152478479,82,0.20081093437166672
SAMTEX.oka004.2006,7.179372025446501,15113742.736046147,8737910.391169852,29936951.71671985,26832407.96213942,47,0.20029009741208537
SAMTEX.oka005.2006,7.778626264870018,60065661.57901718,25979691.864117935,71457649.7835976,75987483.80300595,84,0.18535497687073735
SAMTEX.oka006.2006,8.126174753598043,133713345.07942864,63174486.32692352,137543844.83022475,169588591.85377783,84,0.14662326297682735
SAMTEX.oka007.2006,8.569145378791127,370804826.8267111,184982546.96983618,379648233.7959615,402131011.90617895,84,0.09530077295835078
SAMTEX.oka008.2006,8.822776427820848,664930765.7324083,375201874.39422196,771576389.19432,695316348.3362322,84,0.0649763627232333
SAMTEX.oka009.2006,8.242518752524063,174790873.42335787,635153419.2162281,5568420907.125459,13313747742.578552,47,0.7410742555879198
SAMTEX.oka010.2006,8.79564133005282,624656595.751547,424212635.66015023,800072692.7060102,846862780.0481136,47,0.08359613465918087
SAMTEX.oka011.2006,8.66215056523757,459357239.46092254,320251258.19586176,545415173.5380884,525157691.98233473,81,0.06023876005666335
SAMTEX.oka012.2006,8.47017087375459,295237061.2409984,392763779.81086874,426158102.6113181,353853626.6686508,86,-0.013695803401797373
SAMTEX.oka013.2006,7.082857537364788,12102010.833379706,21227243.380611934,10214324.541296033,6418754.218080519,84,-0.23347562743169895
SAMTEX.oka014.2006,7.904980446663291,80348994.56653357,97585468.45156915,106777303.53516312,22642638.028963473,84,-0.2903352115655604
SAMTEX.oka015.2006,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-0.19143984170685718
SAMTEX.rtz201.2005,8.559273945156512,362471566.87278646,4615986166.9522505,454706791.15749484,358488419.31214476,33,-0.5733559931165143
SAMTEX.rtz202.2005,8.554295739281663,358340371.2391463,1547040215.2561448,553130414.5775019,342344034.29050624,28,-0.3750863005118309
SAMTEX.rtz203.2005,8.965445348577347,923517966.0208095,,,1185311986.218317,20,-0.03266727249116693
SAMTEX.rtz204.2005,8.460469266140908,288714945.61130935,719393169.396701,392287981.1866136,193431090.59460214,47,-0.3481249967829978
SAMTEX.rtz205.2005,8.579035617082628,379346094.38844657,1163698609.835103,657883654.2208174,372631101.4120745,80,-0.30400827848068146
SAMTEX.rtz206.2005,8.466928754719975,293041247.65738475,738097299.9415859,792388500.5822935,195565830.44184816,80,-0.33975552064662745
SAMTEX.rtz207.2005,7.6781071668763765,47654856.582799576,213319204.94584766,252465518.35102454,0.0,59,
SAMTEX.rtz208.2005,10.819132409682858,65937489782.83354,173194616115.20837,47432484.57828952,882651550822.458,47,0.9098597989054722
SAMTEX.rtz209.2005,7.17376379121376,14919827.131456397,3092015.627491581,19103527.510687117,1017766235.167898,80,1.4098078221159822
SAMTEX.rtz210.2005,6.599704602004864,3978364.7847830635,3910796.3957007434,807029.7879414338,334393.7107456025,67,-0.5559331482876713
SAMTEX.rtz211.2005,6.606124896768871,4037614.9219822898,20562060.057821583,2565963.004591372,327697.605343048,84,-0.9160716715171074
SAMTEX.rtz212.2005,7.976938567767999,94828431.62073374,213659459.116134,82298273.68030444,103421044.19154157,47,-0.3224188393215997
SAMTEX.rtz213.2005,7.597332280627925,39566923.256719865,89030678.72229782,31437566.91304744,15105734.38524741,71,-0.40427324912954665
SAMTEX.rtz401.2005,8.677374312223405,475745087.1999079,717694261.9959784,982253406.6450814,1010069834.5756614,72,-0.0004330415490601679
SAMTEX.rtz402.2005,8.549625571341295,354507617.3349026,280459331.2733802,504410462.4770479,575408754.6142416,84,0.09801472489669323
SAMTEX.rtz403.2005,7.5390787721934345,34600212.989000134,19093038.03711058,98441632.52461782,202535813.85703295,47,0.46014844144043876
SAMTEX.rtz404.2005,7.932526589599343,85610412.49323182,30515384.706861537,154642011.53115234,295546515.26592684,60,0.5156286052898535
SAMTEX.rtz407.2005,7.609231450527142,40665999.45803741,31795077.464632843,111634017.19761774,190097344.7616617,72,0.3721897522418696
SAMTEX.rtz408.2005,7.302494677885058,20067564.97824116,8599813.752213191,42450245.82260171,88153536.95906198,80,0.48868139161600466
SAMTEX.rtz409.2005,5.709728795534678,512541.2167239723,154791.28762166193,753822.1873005937,1771067.788005679,80,0.5009135032850819
SAMTEX.rtz410.2005,7.026931071689303,10639741.379756056,3974012.5022732005,15956925.569158493,0.0,89,
SAMTEX.rtz411.2005,6.701164653872359,5025330.785510306,2759194.632399859,10430428.26067748,34037689.70950187,47,0.5631999274968703
SAMTEX.rtz412.2005,6.6817143976320965,4805232.41023186,3068509.538654899,81624920.77081446,99501692.9154044,72,0.8440884615569048
SAMTEX.rtz413.2005,6.756465414912739,5707756.205847044,3302708.8499468374,8873856.63359784,28636979.15774273,58,0.49276976037371695
SAMTEX.rtz414.2005,6.53462256670984,3424700.2597543118,2120942.141430542,5326914.372744809,21910258.144867565,47,0.554137004523409
SAMTEX.rtz415.2005,6.988690491194241,9742950.390383895,5888361.445743246,17470547.2124739,58980035.50250656,80,0.5037486050587808
SAMTEX.rtz416.2005,6.4864316037460545,3065007.938846627,1887588.7544001818,3928454.972337496,20444646.17307335,52,0.5428034740878568
SAMTEX.rtz417.2005,6.737324578732508,5461658.966841298,3779003.6385315796,11264079.061809726,38759331.57439923,80,0.5749676187525034
SAMTEX.rtz418.2005,7.148759169342316,14085075.178036043,10146276.155272871,150225960.03238276,101628808.39477982,47,0.5880010096636317
