Site,MedianLogRho,MedianRho,rho_T1s,rho_T10s,rho_T100s,Nperiods,Slope_mid_1_100s
SAMTEX.LOW010A_auto.tru.2008,9.926343575727241,8440021942.78346,8031331396.93522,37942695372.75861,22531930201.026276,84,0.1661481445813019
SAMTEX.LOW011A_auto.tru.2008,9.844649506209539,6992774221.221252,3734924749.648941,12672012611.710096,8581781875.268785,88,0.35409008065202
SAMTEX.LOW012A_auto.tru.2008,10.346628962658258,22214112280.191746,8788690055.498117,64527697104.5515,89019574892.66084,84,0.3615275420523271
SAMTEX.NEN001.2006,8.693215726802045,493418838.69543135,950515684.3001372,495919389.95275396,461208247.1091382,84,-0.19418361277233775
SAMTEX.NEN002.2006,8.774195691665469,594560005.0488816,807636322.1864256,507753493.46058255,370230124.5164443,84,-0.20160685589196767
SAMTEX.NEN003.2006,8.487308184050356,307120060.06773245,660623290.8314782,392267909.27236444,228166738.57529056,84,-0.28936041066587226
SAMTEX.NEN004.2006,8.651414641001642,448140960.86674714,2324748814.3749437,782816729.3245814,369543159.43933964,88,-0.4611835808281908
SAMTEX.NEN005.2006,9.276611628074617,1890652128.9927514,9866007235.829424,2444445372.3851194,551071248.2169192,80,-0.6903855152698132
SAMTEX.NEN006.2006,8.55055297873032,355265453.97357994,2216024846.3083363,606498894.6146817,121314317.13805087,80,-0.6720662246176509
SAMTEX.NEN007.2006,6.7490857991253925,5611588.275007157,10413853.725494208,8647690.88964766,1439538.4098318995,84,-0.5780584013977907
SAMTEX.NEN008.2006,6.686249060973238,4855668.852102888,5460996.162636094,2528513.0970154335,648841.5554245362,84,-0.585498488600089
SAMTEX.NEN009.2006,7.942015517256508,87501503.87843254,181137877.53046036,48531395.77470184,14153244.292281257,80,-0.5765425770439231
SAMTEX.NEN010.2006,7.996269363326524,99144668.11718905,205706776.78549558,67484179.2546365,14360653.338002507,84,-0.5838638418543457
SAMTEX.NEN011.2006,8.490994284754645,309737853.7946248,358132734.72928315,483742571.2677424,203842631.10419434,80,-0.1353101289225203
SAMTEX.NEN012.2006,9.407368605809259,2554868818.002915,4052299828.113776,3311071529.579759,2555907060.609735,80,-0.09810129275595007
SAMTEX.NEN013.2006,7.894039475948567,78350085.71960048,247390829.57519525,223723680.81624848,66560681.14023104,84,-0.2935317594473589
SAMTEX.NEN014.2006,7.271111609820277,18668593.95457388,19904408.304762892,52374620.20000062,17409367.61465956,84,-0.040768190575210195
SAMTEX.NEN015.2006,7.091120865157336,12334480.569096632,9554391.939111682,26143429.009060137,15479740.450605774,84,0.10495937534741696
SAMTEX.NEN016.2006,6.931625871411722,8543304.218150174,9031601.973999182,11595892.151273604,3448498.2101596403,84,-0.2008006273706917
SAMTEX.NEN017.2006,7.108819075252414,12847513.279432142,13013985.506077534,14444441.965689933,2623365.7637661803,88,-0.0731337850693748
SAMTEX.NEN018.2006,7.229236495464717,16952607.049364794,21569921.21448131,26418696.389171965,17635862.662655238,76,0.0268446945076913
SAMTEX.NEN019.2006,7.2715562001261045,18687714.910543334,22087869.01814118,19691080.050463986,32735436.52497194,72,0.5179450103952055
SAMTEX.NEN020.2006,6.977724669959901,9500023.289237663,4937319.813304815,14670812.008883823,29209808.710200977,80,0.41048651911616857
SAMTEX.NEN021.2006,6.821788186365634,6634194.292798205,3452803.6830031667,3777367.121466161,15282812.74171318,80,0.4649611815452106
SAMTEX.NEN022.2006,7.164291106270318,14597924.268314546,2576569.646464528,7271425.775255499,34241076.46168389,84,0.6418829951993357
SAMTEX.NEN023.2006,6.983676483749678,9631113.118994467,2325673.7025714805,7378963.255017468,39897301.08760288,84,0.7345679551333807
SAMTEX.NEN117.2006,6.896644794501874,7882151.798991597,10552777.503839958,5640131.843583552,2743397.7062589373,80,-0.296730010617791
SAMTEX.NEN118.2006,6.911664205689439,8159512.379993689,13890815.738105824,8334392.081519022,2643254.398570635,80,-0.4030953719168651
SAMTEX.NEN119.2006,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-0.11260413836567239
SAMTEX.RAK001A.2008,6.985375606474149,9668867.448258167,7941507.973311099,15854310.102018526,16474649.654703608,84,0.23568461077909944
SAMTEX.RAK002A.2008,7.3855123650005705,24294746.11739514,15606089.802028885,67138579.73971231,32769382.81329818,84,0.2637346203169453
SAMTEX.RAK003A.2008,7.618567887851125,41549699.5639805,70968074.41758437,148759698.6077115,82062702.9132475,88,0.07946488756046641
SAMTEX.RAK004A.2008,6.300415211640251,1997170.8179000684,2264215.898815068,6628279.7049147915,6603734.789950309,84,0.3561712848974092
SAMTEX.RAK005A.2008,6.847371942017057,7036747.0872035995,3302140.646937199,9855570.092945073,12856104.389559211,88,0.3374781204789108
SAMTEX.RAK006A.2008,6.5000136778214,3162377.255608745,1651649.4446932042,9445043.235349683,5114786.275391849,84,0.046749036133717885
SAMTEX.RAK007A.2008,6.334844129871889,2161942.454168788,1571457.644795723,4752148.310355284,2397911.028680617,88,0.005827788380147952
SAMTEX.RAK008A.2008,6.294878066973708,1971869.034134969,1096009.0276709076,3670916.9008542267,2589786.288665885,84,0.14988857926252333
SAMTEX.RAK009A.2008,6.50181607775443,3175528.960060764,1642118.947454553,6381860.928056513,3287537.3316483125,88,0.07497671061060741
SAMTEX.RAK010A.2008,6.942224718081468,8754366.374263676,4571110.258802104,16633746.700226596,8566320.1549738,88,0.11603830899944263
SAMTEX.RAK011A.2008,6.832708372199129,6803123.769969775,5600142.84264537,14619340.29011705,8991458.312228916,84,0.10252380761401285
SAMTEX.RAK012A.2008,6.917706373921906,8273825.82005916,4305828.684424494,14276796.27396275,7901081.5465841275,88,0.06412992906456541
SAMTEX.RAK013A.2008,6.919272272274258,8303711.890393482,5666710.193238315,11193329.828923535,10889646.711396366,84,0.08742830229894995
SAMTEX.RAK014A.2008,6.846521065947498,7022974.086436719,4319881.2044591885,8527821.073759167,10302793.497165525,88,0.10970272125953974
SAMTEX.RAK015A.2008,7.086560900483462,12205649.667940883,5901618.6766989045,11033688.440296486,17482214.20961575,84,0.22794208903764282
SAMTEX.RAK016A.2008,7.130788677442226,13514148.207160603,5418710.50880816,11449567.982866667,20758165.60166958,88,0.29004349527361745
SAMTEX.RAK017A.2008,6.9784045334745635,9514906.686359793,4029116.259013207,8399260.188926507,18562379.567940675,84,0.3058240214090435
SAMTEX.RAK018A.2008,7.009982707890225,10232522.490910014,3531398.9384065163,8801239.947159592,18423669.69856959,88,0.34373135709107755
SAMTEX.RAK019A.2008,7.173062182255675,14895743.396002112,4370274.509808696,12667444.455146661,30600255.597080722,84,0.4393767239378312
SAMTEX.RAK020A.2008,7.069162048011692,11726328.276365168,2638216.417615109,7995238.596812917,23955962.731634397,84,0.5322142757884338
SAMTEX.RAK021A.2008,6.950222253602622,8917071.595093196,3067398.553014859,11969929.174784727,35265286.373032704,84,0.5723174636913477
SAMTEX.RAK022A.2008,6.9991119018366295,9979571.678355852,2283731.792731985,7220420.199123838,27500747.5445221,84,0.602001551919928
SAMTEX.RAK023A.2008,6.973476183241976,9407542.375541914,2007358.2861986149,5872531.956618168,22852030.51206133,84,0.5960419193139347
SAMTEX.RAK024A.2008,6.94489751275859,8808409.826966412,2054844.0356117028,5829499.94229219,25126699.745798294,80,0.616138066509617
SAMTEX.RAK025A.2008,7.119610970277968,13170764.071277412,3214574.4804092003,9639708.03794169,37277261.0232397,84,0.5835539406569419
SAMTEX.RAK053A.2008,7.076285362806209,11920249.971792294,9730974.949254485,8485503.470522543,29970931.15722783,88,0.30169175251342706
SAMTEX.RAK054A.2008,6.701491936804429,5029119.286033737,2980500.511261867,3490919.954164913,9943161.709206495,88,0.24883978152130726
SAMTEX.RAK099A.2008,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,0.13559588040484355
SAMTEX.bot201.2005,9.462566503790907,2901125415.8652554,2240209149.4233212,61926020665.45659,2843477034.5656757,47,-0.11687402199807616
SAMTEX.bot202.2005,9.41492802209984,2599728660.8050447,1906793230.0521197,46932805281.985214,7323259317.09282,47,0.2527985687042896
SAMTEX.bot203.2005,5.2852350904133365,192856.85951076634,181870.4030457948,28540.271957058674,119359.63943427676,47,-0.5411978678481426
SAMTEX.bot204.2005,7.769095032764988,58761792.16201381,18699039.998740565,585473257.9047359,17921507101.968052,47,0.9531513290541619
SAMTEX.bot205.2005,10.616527770722898,41354975771.501,33301037088.03785,771787359198.0565,270919498866.57355,47,0.26400078374390085
SAMTEX.bot207.2005,10.171445899141933,14840409988.47328,5402571616.34659,5067014532319.569,20264130867.11118,47,-0.02899687259381645
SAMTEX.bot208.2005,9.594549290444641,3931418621.8532414,1823643331.1450295,297640183238.79645,5998453304.490008,47,0.23547824460686426
SAMTEX.bot209.2005,6.702066110111717,5035772.595779004,4761003.564808715,37620832.89800991,9114409.190460628,47,0.022135477229020494
SAMTEX.bot210.2005,6.908989844236087,8109420.94148122,3605697.9189829924,19152259.618039772,6020322.164339281,47,0.06993594179540463
SAMTEX.bot211.2005,8.399431407494479,250859993.96982238,541760707.8916364,464835133.170474,227880407.00552976,62,-0.11577898809268686
SAMTEX.bot212.2005,9.349903377130422,2238223117.9656763,3868677776.480156,4454971088.848274,2150185264.4797053,47,-0.018553395795713003
SAMTEX.bot214.2005,8.798629035551453,628968702.607086,759785127.8879704,341357824.1566491,263930383.19195434,84,-0.28769299404065696
SAMTEX.bot215.2005,9.298961203883811,1990495517.3755257,3147482560.902352,1132106501.4033368,793870688.2613658,71,-0.39459794493599576
SAMTEX.bot216.2005,9.595880622273008,3943488895.8844137,6276002502.998472,2860814367.953542,2293368508.611589,84,-0.2745134210567055
SAMTEX.bot217.2005,7.716032328636557,52003470.61832837,206989695.5218123,66950308.19877586,50717367.72431486,49,-0.38391043461022034
SAMTEX.bot218.2005,9.288247368351868,1941991695.2346687,6727906495.698459,2267236466.1948566,1868365356.6257617,52,-0.3586347342190325
SAMTEX.bot219.2005,7.616750077945117,41376150.02898351,130427203.02414995,48074293.17037278,38893123.39259309,84,-0.3174076973806784
SAMTEX.bot220.2005,8.764911315977788,581984362.9697968,1334349165.4430437,445340757.87409663,512329253.09230834,80,-0.2841307211149843
SAMTEX.bot221.2005,7.717145451262617,52136929.56969297,112877027.64180046,44087252.072506584,79786073.6217539,52,-0.27766056715194665
SAMTEX.bot222.2005,7.4325943155581475,27076611.617623996,21473950.28511599,30963247.915851887,25395147.709460884,80,-0.023211312245445006
SAMTEX.bot223.2005,6.872799472499824,7461041.789639,9566580.493779229,8348897.348466908,4359892.2264894415,80,-0.2118532571892168
SAMTEX.bot224.2005,8.197660076034381,157637695.03915653,233976895.00427094,235301875.65609676,209901697.73965517,72,-0.09432184447050497
SAMTEX.bot225.2005,7.125672927730989,13355892.897315547,13092383.11523027,17290908.653991904,17591480.633685686,80,-0.0017133306990326541
SAMTEX.bot226.2005,8.464866028640522,291652718.3584992,245560867.00641888,406123888.3855368,437886455.67030096,80,0.05941626836212527
SAMTEX.bot227.2005,8.410411690770623,257283355.25059873,326926810.3370643,513366356.78914255,582673015.5410268,72,0.055894538180112835
SAMTEX.bot228.2005,8.307858777699536,203169624.39121,136125979.6288911,293259226.9120427,356091695.28153145,80,0.1511949477478314
SAMTEX.bot229.2005,8.395214496440733,248435981.84755155,113474923.87255768,371260488.1921586,485641434.6019376,80,0.255641369237732
SAMTEX.bot230.2005,7.95715614515741,90605830.42916644,63460755.640357435,262625931.3211891,381835352.83650154,72,0.38245440742860476
SAMTEX.bot231.2005,7.477487832288309,30025332.971322823,12529338.234514842,65769041.154376514,120840773.90179174,80,0.49076947599141496
SAMTEX.bot401.2005,9.267755088162724,1852486655.3581145,5964614375.486628,1757872572.9615848,1176297977.893537,77,-0.3987544784542981
SAMTEX.bot402.2005,7.678803865113953,47731366.1883911,80237711.57697062,28376947.18265321,19360727.405665547,47,-0.3894187728747564
SAMTEX.bot403.2005,8.791007889400646,618027627.1364015,1125956434.7972167,333680077.63657635,214262993.26074368,88,-0.4290909919590108
SAMTEX.bot404.2005,9.229960321030564,1698088500.8707986,3057742043.7792797,748524901.7845832,609356773.0079447,72,-0.47414206780549223
SAMTEX.bot405.2005,8.497853608568498,314668745.3910537,680453007.4369167,211032301.18257836,146908413.85709646,88,-0.40278716986948526
SAMTEX.bot406.2005,9.021659695660556,1051137900.721142,3554706318.4385214,1211171863.9057348,858221706.6401066,88,-0.3548163690182916
SAMTEX.bot407.2005,8.913647921481715,819686762.4255927,3436544903.190531,1142985554.5679958,776685310.5060573,82,-0.4044773375560596
SAMTEX.bot408.2005,8.127286472282014,134056066.55962941,533072997.707929,185721210.5393395,131063173.13221678,49,-0.3978621718392244
SAMTEX.bot409.2005,7.85836720679539,72171745.13441409,224907430.7048113,93677536.64260657,74838208.79434885,49,-0.33968962974694894
SAMTEX.bot410.2005,7.9580089948019825,90783933.25134818,157423208.1592147,143532378.33849975,123485317.86313567,72,-0.18010563403703314
SAMTEX.bot411.2005,7.966753446558571,92630380.18898936,67092280.350686245,110985102.39309473,99717402.83704877,47,-0.015909923868892253
SAMTEX.bot412.2005,7.70514442097887,50715933.1808117,25577009.521302365,54669086.31163879,51709814.06018726,47,0.08631430468012766
SAMTEX.bot413.2005,7.9950971141495195,98877417.32834806,37774866.1379961,103417051.61448488,111697097.60808104,72,0.21694276896036918
SAMTEX.bot414.2005,8.032383238164684,107741554.72059701,57942432.61184091,113835193.35045655,123654195.29230484,49,0.10841404017300788
SAMTEX.bot415.2005,8.475241635303579,298704410.5728891,259882540.58858716,308862562.3174514,297308326.7452641,84,-0.040414591690642786
SAMTEX.bot416.2005,9.485401129175957,3057744045.886807,5818350859.556879,2374018900.680988,2278382227.8790975,81,-0.19803950927909636
SAMTEX.bot417.2005,8.068974302729085,117212600.86210269,189474317.6383104,245873735.2732962,83547414.27301674,49,-0.24819640690773587
SAMTEX.bot418.2005,8.074085497443868,118600220.76767312,154235268.38565353,135435811.9310009,127389035.23973994,49,-0.13216572610603508
SAMTEX.bot419.2005,8.001504174419043,100346949.44051698,108941163.54027158,180489713.25222465,184802471.96104804,71,0.03706920324149315
SAMTEX.bot420.2005,7.711956465626944,51517699.98273854,60321672.22316894,80204896.91427718,62325909.40424651,84,-0.07644570083486585
SAMTEX.bota13.2005,8.681691401452506,480497797.67390096,1253413390.4073946,499270912.69276506,471292605.1163646,47,-0.22797480421026053
SAMTEX.botb13.2005,9.451272386788435,2826652277.735247,7168184313.564283,2316793358.610282,2077054756.9954345,47,-0.26305436996821974
SAMTEX.dmb001.2006,6.51526744860319,3275423.4094498325,1464097.6441160627,1943057.8146716577,7128506.837801254,49,0.3685915207536337
SAMTEX.dmb002.2006,6.877358465594238,7539776.38252049,2726904.716234852,3140840.131439936,8793322.6669601,88,0.2395958874975175
SAMTEX.dmb003.2006,7.013044511768878,10304917.323275713,7625674.24471461,3809099.28706986,9944239.573907387,49,0.02722427188960202
SAMTEX.dmb004.2006,6.6465441108092875,4431432.217695809,4906746.717222252,2533723.04549447,3748770.6016107076,88,-0.028243393969249724
SAMTEX.dmb005.2006,7.496918740672429,31399211.392043658,40009416.121077545,30978590.832973782,18417138.23750121,84,-0.13370732415491576
SAMTEX.dmb006.2006,7.974208960829875,94234289.5832516,190449694.73034227,175061235.37578955,76575876.59865592,88,-0.2595208678184418
SAMTEX.dmb007.2006,8.822777457717429,664932342.5673957,1170164228.3581474,1392624053.9226918,688135563.7085841,84,-0.14455257282163547
SAMTEX.dmb008.2006,8.03706088078131,108908275.37161216,436371653.03699934,230809254.14956698,100448928.79118949,49,-0.37484992853851634
SAMTEX.dmb009.2006,8.263374656576511,183389580.29134762,765198452.6728863,564235139.1668679,205465493.5885883,84,-0.3528094300426316
SAMTEX.dmb010.2006,7.448659950577479,28096999.94219751,18416604.657521296,52278491.441194326,68771772.98875041,49,0.26825895724276294
SAMTEX.dmb011.2006,6.884575289246807,7666114.283220485,13237746.387871744,6024522.778459924,2588529.8927797917,49,-0.45523647479106033
SAMTEX.dmb012.2006,6.829220154525348,6748700.491823511,53939941.92926575,43599071.307719775,6418657.68422431,88,-0.5634769884460799
SAMTEX.dmb013.2006,6.965860801876055,9244018.413095204,35314490.38638512,36157351.37374239,4740660.85523908,84,-0.5684466936529822
SAMTEX.dmb014.2006,7.402463415775479,25261749.005147498,190412501.24773678,88839445.76032697,22320355.939438663,86,-0.5184820728304195
SAMTEX.dmb015.2006,7.210218459808948,16226261.092223331,96139505.05973586,41926395.039477274,9902195.23264609,84,-0.5774970311895326
SAMTEX.dmb016.2006,7.992064842071002,98189453.32369198,480651276.6129478,354345044.5050069,104892951.08097544,88,-0.4254044571420724
SAMTEX.dmb017.2006,8.559449929454624,362618476.9372692,1628806688.2290406,702455517.8796428,360208963.21408075,49,-0.4064168005178877
SAMTEX.dmb018.2006,8.32128506515803,209548745.4806093,755685203.8272513,541688700.1020027,237940538.11832827,88,-0.2942367543212367
SAMTEX.dmb019.2006,8.025446015230722,106034212.48558393,404329760.4940298,182339723.8531811,82910725.31355125,49,-0.382392855295088
SAMTEX.dmb020.2006,7.77759745381441,59923538.937055565,208602360.77751163,114745888.4799145,53146761.74748129,88,-0.341100324650212
SAMTEX.dmb021.2006,8.560986209258985,363903480.4235486,830804771.0683588,787684302.921036,453920949.24000883,49,-0.2051220401637371
SAMTEX.dmb022.2006,8.963143706408754,918636519.5625639,3719494251.048772,1687227243.0401397,772140404.9942106,88,-0.40796686566055973
SAMTEX.dmb023.2006,9.035089615210287,1084150601.7836604,3355176708.9116616,1185814028.1260488,654415229.0854015,49,-0.41539099655072426
SAMTEX.dmb024.2006,8.41415532021894,259510730.52153867,592319573.8951906,294048179.03210276,113264519.05144992,88,-0.4293115776327493
SAMTEX.dmb025.2006,8.043984015789183,110658305.54326673,228402692.1411895,108057304.87988059,47539375.53504369,49,-0.40733596352927004
SAMTEX.dmb026.2006,7.7279739024944085,53453223.74663823,192869572.46647,130327483.85159694,49560393.705324106,88,-0.3787814605369445
SAMTEX.dmb027.2006,7.621577048595081,41838590.83075936,130104864.42034073,80785606.81351036,33282509.822081283,49,-0.3572122260095908
SAMTEX.dmb028.2006,7.323709277147992,21072170.7685585,49807344.22260834,54392503.85632456,21538976.960359905,88,-0.2464446175186029
SAMTEX.dmb029.2006,7.536309444348264,34380282.770734906,46379440.16214666,62267354.76049049,35537246.64156791,84,-0.11499646115537203
SAMTEX.dmb030.2006,7.537761948462935,34495460.61847229,29722043.80260096,53135360.7173769,43660157.1530697,88,0.031636230831596286
SAMTEX.dmb031.2006,7.6581086014759014,45510185.05746466,29004886.383932393,59448517.135722384,59773231.4648488,84,0.0997796519277824
SAMTEX.dmb032.2006,7.652755826946001,44952704.658466145,30362552.99315119,60930365.43156634,77628982.7281352,49,0.13197813093603084
SAMTEX.dmb033.2006,7.663764816731165,46106782.5119435,22544964.666808527,51474403.26138739,68988438.79717623,84,0.15722105454919397
SAMTEX.dmb034.2006,7.4603960986222795,28866630.862035584,18450511.701784074,43033756.86560015,63882747.43593533,49,0.17857333881937473
SAMTEX.dmb035.2006,7.471623660583081,29622633.17260773,19550452.411786504,47606908.542063884,88705966.4228069,49,0.260009494876112
SAMTEX.dmb101A.2006,7.043400290874386,11050967.224842148,2021141.269393929,6848890.625612104,19126617.851845574,84,0.5384572430897238
SAMTEX.dmb102A.2006,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,0.3983651222315987
SAMTEX.k2g002.2006,8.702030060968422,503535461.2679053,848482505.2395908,593688673.9324456,421965286.91161025,84,-0.20518915813716992
SAMTEX.k2g003.2006,9.04368070095482,1105810478.5533912,1598779109.6051905,1303882727.5935433,1104156825.4269314,84,-0.15052554636853233
SAMTEX.k2g004.2006,8.923483945350547,838463082.419361,1028456293.634539,975992237.9026357,1007358874.1569233,87,-0.08717060546481092
SAMTEX.k2g005.2006,9.30660043268675,2025818032.8189285,5009416230.704269,2484771948.4607525,1960962047.2032204,88,-0.2918790410233151
SAMTEX.k2g006.2006,9.098144642044542,1253558603.8897665,3422190253.5312715,1793680084.457637,1155159626.7218769,84,-0.3138605303565684
SAMTEX.k2g007.2006,8.56910411184754,370769594.38529444,901774473.2099898,563058352.5235262,351881460.8358882,84,-0.2808102350532315
SAMTEX.k2g008.2006,7.315383767238225,20672060.49481318,29301287.671356007,132247133.80721496,75842031.17844616,62,0.08957534874604947
SAMTEX.k2g009.2006,7.5314570424729945,33998287.52918604,17378744.416373804,59546318.23611113,77530889.74193434,79,0.28940627577239786
SAMTEX.k2g010.2006,7.354945401369306,22643596.189511623,8392122.725115247,36290688.96669809,56939050.18413351,84,0.4321317333302114
SAMTEX.k2g011.2006,7.513498803331959,32621115.154103782,12441211.452360848,65356166.287364274,108860404.97830892,84,0.4843203028516413
SAMTEX.k2g012.2006,7.595436091402265,39394545.23422555,14601851.336299546,81938830.90862826,148271453.13780203,82,0.5174765919149441
SAMTEX.k2g013.2006,7.761562831256303,57751441.8172753,19884470.25017262,124475688.9633146,225232610.11365178,83,0.5568126257475928
SAMTEX.k2g014.2006,7.5134655650392626,32618618.62530118,13416167.27563087,75223114.6044325,142076850.91785124,82,0.5141856928319183
SAMTEX.kal001.2008,8.9912236796089,979994593.1722765,1368294607.860348,992469220.0309837,911609898.9811451,84,-0.14781294080505267
SAMTEX.kal002.2008,8.496005084900752,313332241.0345159,319138450.81249654,276940205.0789655,256728356.81706408,84,-0.11772364680694346
SAMTEX.kal003.2008,8.819451683692531,659859819.1851357,1241956225.0124245,705257524.0986911,578460882.6824057,84,-0.2714844688551735
SAMTEX.kal004.2008,8.546987757160213,352360937.78407955,792267560.7341793,507188485.2225668,339422528.2781192,84,-0.30004054137594666
SAMTEX.kal005.2008,7.912869136769549,81821820.24300739,100536433.69968845,93440436.31082453,80381550.9834004,88,-0.18531301598282074
SAMTEX.kal006.2008,7.476944248171465,29987775.312216118,13441029.443395767,35505508.62856775,105021058.97726044,84,0.3799150814113451
SAMTEX.kal007.2008,7.624468129554337,42118037.754514225,17376870.515715905,59472655.18441852,59812848.45588807,88,0.2502635079949858
SAMTEX.kal008.2008,7.837231478666811,68743474.46421257,27332033.53933489,123443590.77365302,155892970.74446854,84,0.3702376921354282
SAMTEX.kal009.2008,7.537381887875348,34465286.09250568,8795087.339243112,63659682.22781719,99642430.8611518,84,0.5230179827160177
SAMTEX.kal010.2008,7.720754686476498,52572022.66698341,15070583.20400766,96411036.31492917,164946081.4871591,84,0.5227624893830051
SAMTEX.kal011.2008,7.4480349143814095,28056591.851817716,8249274.425138706,53114145.67542625,112464891.45708652,84,0.5870654999330713
SAMTEX.kal012.2008,7.237690508092396,17285840.768036228,4820041.926893262,36709885.01748771,78868009.99986343,84,0.6417443931062086
SAMTEX.kal013.2008,7.360400664781993,22929821.017290663,6140083.516168229,36566471.82232317,77077093.62760858,88,0.5542153247139423
SAMTEX.kal014.2008,7.317044825527879,20751276.898602985,6699560.316004094,35726123.255901225,70041491.42850433,84,0.5038272972914329
SAMTEX.kal015.2008,7.1121643937205405,12946858.268195204,3741637.5507125445,18373132.2342484,41665255.32264881,88,0.5438460965947572
SAMTEX.kal016.2008,7.2724788768358035,18727459.944018316,4969139.861521527,25043413.307056874,49069281.6103421,88,0.5173495389437553
SAMTEX.kal017.2008,7.4830656594009515,30413448.007629238,8698131.073474178,42605301.19524188,59193469.39617213,84,0.3857727333048046
SAMTEX.kal018.2008,7.585993465573916,38547255.77742449,15439631.992543451,73687127.66484462,100757116.15148322,80,0.358774275434793
SAMTEX.kal019.2008,7.394684511423282,24813299.148697335,13811099.043769343,36153782.41271318,64689252.906532586,86,0.3629050483266936
SAMTEX.kal020.2008,7.375812051921821,23758118.924515802,7218220.601233107,33968974.03269386,42448075.58324061,84,0.32210823199279304
SAMTEX.kal021.2008,7.610325590877223,40768580.559656434,10799648.543926734,67186181.82433322,90032069.24573845,84,0.40300245272387897
SAMTEX.kal022.2008,8.43495153427471,272239748.1212936,159435019.5085385,372993733.3376786,332317721.9897261,84,0.062098550949024965
SAMTEX.kal023.2008,8.381844430696315,240904232.73001912,175069283.56432784,336003334.0297232,309145044.6112377,88,0.026583922033651487
SAMTEX.kal024.2008,8.287670518510673,193941396.51426172,122035793.7954169,270914607.897848,251207395.89043903,84,0.05999507555961475
SAMTEX.kap001.2003,6.80166656752973,6333832.403495558,2857135.006438204,559767.5330143126,294507.76096741844,59,-0.5349720867827872
SAMTEX.kap002.2003,6.609402795312757,4068204.6822153344,1963302.4536880562,637448.2313714001,130500.96578758078,60,-0.5382961080576599
SAMTEX.kap003.2003,6.97938478299784,9536407.113051198,26628117.86305988,4979955.541169768,0.0,82,
SAMTEX.kap004.2003,6.991054175084228,9796121.772957258,14837841.663781105,8535445.540832773,6029918.78519868,84,-0.036644455290452765
SAMTEX.kap005.2003,6.906964849879255,8071696.984020424,15554535.515593095,5776980.534188052,6615087.362213029,84,-0.037976398466957745
SAMTEX.kap006.2003,6.523124404906804,3335219.3740174123,9929480.451622084,3461613.5987765603,0.0,104,
SAMTEX.kap007.2003,6.555784220779978,3595706.3808952626,8206290.328879127,1700558.3981543474,3161078.340794298,84,-0.19164657792492246
SAMTEX.kap008.2003,7.688353851556672,48792587.71778397,21846880.696918033,41708113.49441859,57738839.71827133,88,0.2466486321108731
SAMTEX.kap009.2003,6.680758238922479,4794664.671196935,3629929.468432682,3082030.757533286,0.0,104,
SAMTEX.kap010.2003,7.269671438771932,18606789.256656345,8551048.029679848,12155710.726496346,25255490.63416881,84,0.30276305874275355
SAMTEX.kap011.2003,7.621780632816236,41858208.104317226,13919104.36258188,27446602.21496198,53188889.91272518,84,0.352008611677182
SAMTEX.kap012.2003,7.321360079467893,20958494.329757005,10273840.228805061,44355222.10115962,0.0,104,
SAMTEX.kap013.2003,7.2914174844633735,19562190.528722733,1281650.8531456448,29527391.341346167,36627040.160108924,45,0.8012715262227817
SAMTEX.kap014.2003,6.504069036829744,3192045.2324175425,257667.23894274226,3676888.466437938,3411765.3519741897,45,0.6280725243448562
SAMTEX.kap015.2003,6.066680781760187,1165952.295417346,1664240.0195062365,6945550.18292633,11356749.981684312,108,
SAMTEX.kap016.2003,7.073867516715634,11854070.797921842,15867844.18881415,22260342.35896501,19740271.085059434,88,-0.007824453457342796
SAMTEX.kap017.2003,8.825706273621783,669431699.5476294,850129168.09734,898267142.9031976,996641515.0272005,88,0.01816931164814149
SAMTEX.kap018.2003,8.670265964137302,468021672.38103443,652594426.3291644,638498254.6871858,0.0,104,
SAMTEX.kap019.2003,8.028030198532115,106667028.92393667,110285161.84438832,117573125.85559182,133838032.23312622,88,0.05221119983066538
SAMTEX.kap020.2003,7.221013261242354,16634634.436820814,4910107.878165432,17244513.154369052,23729119.656250015,84,0.39732583388928616
SAMTEX.kap021.2003,7.75813751134414,57297742.50090816,100386766.13746713,343987409.73976564,0.0,104,
SAMTEX.kap022.2003,7.6261242675614875,42278957.25449223,58675209.6637623,182498756.1948064,116955597.18076725,88,0.13046055660810746
SAMTEX.kap023.2003,7.520067398729878,33118251.414309252,125113250.00690901,394172503.89835453,0.0,108,
SAMTEX.kap024.2003,7.283443786868297,19206303.478765722,56611891.12684522,83597048.38521376,36246647.1891735,84,-0.09381613449356638
SAMTEX.kap025.2003,6.464879822404233,2916619.8177937823,,,1867702.813956794,20,-0.7873077569847736
SAMTEX.kap026.2003,7.346100113035546,22187078.146807477,60534480.85302499,110071522.82656719,41510399.066471465,55,-0.12905097160447532
SAMTEX.kap027.2003,6.791707670853352,6190242.61697302,10324228.045584138,67287876.21976171,31940307.794906124,68,
SAMTEX.kap028.2003,7.46161983631639,28948084.809735093,22466519.568142917,175406863.45313433,90952817.89428687,55,0.3249187644864931
