Site,MedianLogRho,MedianRho,rho_T1s,rho_T10s,rho_T100s,Nperiods,Lat,Lon
Kweneng Botswana Africa,7.853099773824034,71301681.81697033,49138530.416404925,125350109.9860264,169947196.03864977,47,-23.566666666666663,24.721944444444443
Kweneng Botswana Africa,7.853099773824034,71301681.81697033,49138530.416404925,125350109.9860264,169947196.03864977,47,-24.353608333333337,25.42638888888889
Kweneng Botswana Africa,7.853099773824034,71301681.81697033,49138530.416404925,125350109.9860264,169947196.03864977,47,-23.405555555555555,24.666663888888888
Kweneng Botswana Africa,7.853099773824034,71301681.81697033,49138530.416404925,125350109.9860264,169947196.03864977,47,-24.006663888888887,24.98638888888889
Kweneng Botswana Africa,7.853099773824034,71301681.81697033,49138530.416404925,125350109.9860264,169947196.03864977,47,-24.130555555555556,25.125
Kweneng Botswana Africa,7.853099773824034,71301681.81697033,49138530.416404925,125350109.9860264,169947196.03864977,47,-23.763333333333332,24.750833333333333
Makgadikgadi Park Botswana Africa,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,-20.210277777777776,25.091388888888886
Makgadikgadi Park Botswana Africa,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,-20.19856111111111,24.51113611111111
Makgadikgadi Park Botswana Africa,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,-20.18783888888889,24.34230277777778
Makgadikgadi Park Botswana Africa,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,-20.15608888888889,25.842552777777776
Makgadikgadi Park Botswana Africa,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,-20.130116666666662,25.643719444444443
Makgadikgadi Park Botswana Africa,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,-20.24472777777778,24.70838611111111
Makgadikgadi Park Botswana Africa,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,-20.15731111111111,25.458413888888888
Makgadikgadi Park Botswana Africa,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,-20.177533333333333,26.030830555555553
Makgadikgadi Park Botswana Africa,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,-20.239116666666668,24.90063611111111
Makgadikgadi Park Botswana Africa,7.114269049511394,13009752.948497524,2612729.47234996,19484527.987230625,85954825.5525018,88,-20.191388888888888,25.25888888888889
Mokopane South Africa,9.141536405823732,1385276305.3166084,3608656941.6077886,2118018653.7709558,635774238.7117172,88,-23.811783333333334,29.209888888888887
Mokopane South Africa,9.141536405823732,1385276305.3166084,3608656941.6077886,2118018653.7709558,635774238.7117172,88,-23.705283333333337,29.042250000000003
Mokopane South Africa,9.141536405823732,1385276305.3166084,3608656941.6077886,2118018653.7709558,635774238.7117172,88,-23.616311111111113,28.91111111111111
Mokopane South Africa,9.141536405823732,1385276305.3166084,3608656941.6077886,2118018653.7709558,635774238.7117172,88,-23.175394444444446,28.27252777777778
Mokopane South Africa,9.141536405823732,1385276305.3166084,3608656941.6077886,2118018653.7709558,635774238.7117172,88,-23.116366666666668,28.10816666666667
Mokopane South Africa,9.141536405823732,1385276305.3166084,3608656941.6077886,2118018653.7709558,635774238.7117172,88,-23.27931111111111,28.444469444444444
Mokopane South Africa,9.141536405823732,1385276305.3166084,3608656941.6077886,2118018653.7709558,635774238.7117172,88,-23.40931111111111,28.575222222222223
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.859811111111114,19.136552777777776
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.454533333333337,20.024775
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.878144444444445,19.337302777777776
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.638394444444444,24.212552777777777
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.923450000000003,19.938525
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.10036666666667,19.952441666666665
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.97795,20.446830555555557
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.892894444444444,19.509383333333332
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.710283333333333,23.860691666666668
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.76245,23.462941666666666
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.608394444444446,20.077275
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-21.63206111111111,20.853275
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-21.97045,20.97735833333333
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.007477777777776,20.630858333333332
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.276505555555556,19.993358333333333
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.816477777777777,23.09427222222222
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.649477777777776,24.062883333333335
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.06964444444445,21.826302777777776
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.902338888888888,19.682633333333335
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-21.838505555555553,20.88019166666667
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.936172222222222,20.080358333333333
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.091644444444444,21.442633333333333
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.771727777777777,23.313133333333333
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-21.320227777777777,20.577358333333333
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.921533333333336,22.565858333333335
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-19.94938888888889,20.556691666666666
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.78081111111111,23.730441666666664
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.854200000000002,22.90863333333333
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-21.10164444444445,20.730219444444444
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.015116666666668,22.381441666666667
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.95506111111111,20.28719166666667
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-19.032866666666667,20.173302777777774
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-19.237616666666668,20.212358333333334
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-20.242394444444447,20.465747222222223
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-20.35733888888889,20.54694166666667
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-19.287783333333337,20.253608333333332
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-19.130283333333335,20.200830555555555
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.000644444444443,21.230691666666665
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.169422222222224,21.684580555555556
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.80095,20.103775
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-19.524227777777774,20.31616388888889
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.983977777777778,20.163525
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.01545,21.017163888888888
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-17.89003333333333,22.78916388888889
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.820616666666663,20.10230277777778
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-21.441866666666662,20.80388611111111
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-20.862755555555555,20.684997222222226
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-20.58245,20.561552777777777
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-19.65842222222222,20.425219444444444
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-20.739644444444444,20.64463611111111
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.04472777777778,21.992775
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.03256111111111,22.178133333333335
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.043922222222225,20.84061388888889
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-18.08795,21.629883333333336
NE Namibia Africa,6.816920212450542,6560247.319273849,5789490.828340371,7173113.303306134,2585359.4513848373,80,-19.84181111111111,20.422775
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-24.301561111111113,19.254719444444444
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-23.97853333333333,19.23311111111111
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-23.634977777777777,19.121583333333337
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-18.312116666666668,17.998330555555558
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-23.453477777777778,19.110997222222224
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-18.012866666666667,18.000080555555556
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-18.832116666666668,18.093774999999997
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.15478333333333,15.070691666666669
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-23.788505555555556,19.231388888888887
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-17.842616666666665,18.000855555555557
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-23.283255555555556,19.018219444444444
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.98056111111111,14.975219444444445
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.19183888888889,18.524441666666664
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.88045,18.304441666666666
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.17058888888889,14.381691666666669
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.569616666666665,18.14527777777778
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-22.02045,18.834163888888888
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.601144444444447,18.372636111111113
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.54183888888889,18.610555555555557
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-18.66683888888889,17.998608333333333
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-22.368616666666668,18.942025
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-24.120727777777777,19.211388888888887
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.98883888888889,18.480191666666663
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-22.197116666666663,18.8825
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.22395,15.798552777777775
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.4847,15.305719444444446
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.729533333333332,18.20688611111111
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.44108888888889,14.577719444444444
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.790172222222225,16.083025
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.396866666666668,18.120108333333334
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-22.737894444444446,18.90213888888889
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.83406111111111,18.19494166666667
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-23.099116666666667,18.93230555555556
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.6057,15.974275
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-18.487616666666668,17.999608333333335
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.954366666666665,15.542858333333331
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-22.90795,18.938608333333335
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.014144444444444,18.094608333333333
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.32122777777778,15.162552777777778
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.19536666666667,18.10905277777778
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.12686666666667,15.625747222222223
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-18.36881111111111,14.304883333333336
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.81214444444445,14.857275
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.647755555555555,18.73405277777778
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-18.96717222222222,14.382969444444443
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.06822777777778,18.274719444444443
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.35311666666667,18.559969444444445
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.904977777777777,16.204552777777778
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-17.97531111111111,14.281969444444446
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.824894444444443,18.837777777777777
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-21.446755555555555,15.884275
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-22.56295,18.9425
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-17.80411666666667,14.270105555555556
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.81033888888889,15.484274999999998
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-18.563866666666662,14.301358333333337
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-17.60600555555556,14.321383333333332
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.217477777777777,18.34324722222222
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.63447777777778,14.730830555555556
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-19.301144444444446,14.458330555555555
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-18.16114444444444,14.294191666666666
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-18.76831111111111,14.338191666666669
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.673422222222225,15.364330555555556
Namibia Africa,6.8338378303707215,6820839.500440171,1539189.6271412242,3985134.6220920756,8617551.083473777,88,-20.354561111111114,18.345052777777777
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.737033333333333,18.406469444444443
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.833283333333334,18.940080555555557
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.834755555555553,18.76166388888889
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.801255555555556,24.619052777777775
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.614394444444446,17.78946666666667
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.514644444444443,16.165633333333332
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.616255555555558,17.390302777777777
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.620783333333335,18.010413888888888
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.668644444444446,15.866355555555556
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.61831111111111,17.575691666666668
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.65331111111111,18.231913888888887
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.7877,15.753719444444444
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.58245,17.177052777777778
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.47206111111111,16.366441666666667
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.51881111111111,16.58316388888889
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.60158888888889,16.994052777777778
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.666894444444445,15.329302777777778
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.427561111111114,14.37366388888889
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.7997,18.548883333333336
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.491144444444444,15.000883333333332
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.612366666666667,24.396466666666665
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.57631111111111,16.792775000000002
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.710366666666665,15.573605555555556
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.45881111111111,14.799355555555556
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.424144444444444,14.58455277777778
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.617894444444445,15.181302777777775
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.42608888888889,14.171302777777775
Northern Namibia Africa,6.508369015183513,3223806.860643546,2260676.0967689743,6326096.522944589,4580832.561254208,84,-17.5202,15.973552777777778
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-20.182394444444444,22.463858333333334
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-20.330783333333333,22.62063611111111
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-19.7157,22.193136111111112
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-20.04833055555556,22.315830555555557
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-19.38136666666667,22.156441666666662
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-19.545894444444446,22.13405277777778
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-19.015,22.2925
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-18.299005555555556,21.786191666666667
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-18.828452777777777,22.223888888888887
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-19.892033333333337,22.24246944444445
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-19.185277777777777,22.22305555555555
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-18.567338888888887,21.985522222222222
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-18.438783333333333,21.88583055555555
Okavango Lake Botswana Africa,7.844457744463321,69896872.59150504,76750870.83187869,70773462.74255975,31830846.744597655,87,-18.690533333333335,22.106719444444447
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-22.524444444444445,26.963886111111112
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-22.433330555555557,26.835830555555553
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-22.645275,27.12
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-22.28721944444445,26.777219444444444
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-22.183888888888887,26.646666666666665
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-22.87166388888889,27.781941666666665
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-21.739719444444447,25.924997222222224
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-21.548055555555557,25.657497222222226
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-21.815833333333337,26.279441666666667
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-21.410830555555552,25.53388888888889
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-22.04555277777778,26.551108333333335
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-22.748055555555556,27.2425
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-22.785,27.40583333333333
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-22.83083055555555,27.601666666666667
Orapa Botswana Africa,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,-21.788333333333338,26.10666666666667
