period_s,Zdet_real,Zdet_imag,rho_det,phase_det_deg
0.003125,245.71932707744452,-174.1842612099584,35904960.09340358,-35.331870228612
0.0037735849056603774,226.42979180342152,-147.7764283534135,34940669.152305916,-33.129947671592134
0.004366812227074236,206.50270666563796,-131.46062835537214,33142460.405154306,-32.4810289180212
0.005154639175257732,186.1175478983588,-115.8986478964653,31383608.742135346,-31.91124300642724
0.006289308176100629,166.14048548161952,-99.44648776340941,29864470.530514367,-30.903417170694382
0.007575757575757576,145.32890125462455,-90.08677469757767,28051495.55335543,-31.79403028004884
0.008695652173913044,131.44214512499605,-83.26755763540696,26663466.465297576,-32.35393459031175
0.010309280476140305,116.34998161357055,-74.09332523739556,24843461.971796736,-32.489564701373354
0.012658229450408792,101.2074001978833,-63.74951198723625,22936646.98527729,-32.206408676812316
0.015151519742884772,88.77497683843298,-54.96770827538239,20921382.83947138,-31.764971699932033
0.017543859649122806,80.37956473717895,-50.19140940445893,19953278.47261488,-31.981891229134096
0.020408159100375693,69.0598384196391,-43.702615007638926,17263833.396551546,-32.32654639652966
0.025,61.410620467587236,-40.53333349311291,17142959.87157411,-33.42632151093699
0.030303030303030304,53.7875399012019,-36.70224092473847,16273386.961187122,-34.30790040967246
0.03636363636363636,47.35233961391294,-33.25563106264383,15420075.840105576,-35.08043503251898
0.044444444444444446,41.005257157329275,-30.227572726671873,14607909.980884243,-36.396279161362514
0.05319148936170213,37.06181371197921,-28.578951796554815,14755803.609179635,-37.63638586264618
0.0617283950617284,32.94748204430034,-26.23992883481267,13869669.49652856,-38.53440562690598
0.07299270072992702,30.111007835336338,-24.777519892980543,14057373.91161122,-39.450024407617434
0.08928571428571429,26.718472741108894,-22.719204002519298,13909487.61608136,-40.37511968752791
0.1063830013580854,22.990160467054825,-20.93291868169679,13025360.50731698,-42.31837579860404
0.1234568053650377,20.724956409106262,-19.937845742115037,12931610.364309119,-43.891062950889044
0.1449274942239147,18.778517246679638,-19.133804740254995,13192586.857847119,-45.536919844278565
