period_s,Zdet_real,Zdet_imag,rho_det,phase_det_deg
9.615384615384615e-05,694.2611554869935,-1366.5353612892925,28611268.805945236,-63.06739114688074
0.00011363640237604627,674.3170332016458,-1358.8563504230312,33119287.44999658,-63.60761592910205
0.00013888890817901503,636.4496847324455,-1192.4114098599027,32136290.045708276,-61.908926304037486
0.00016666669444444907,517.7241399915634,-1306.775628005572,41704245.76796316,-68.3873008953116
0.0001923076923076923,581.9420823428698,-1237.5985068489076,45553289.34844892,-64.8162083380062
0.00022727267561984643,574.3793290828904,-1193.3518142093053,50487878.566282175,-64.29774346423967
0.0002777777777777778,510.55767802913965,-1153.1979639002313,55956547.59174988,-66.11949331719818
0.0003333333333333333,443.47328468730666,-969.0558796533459,47947626.451839335,-65.40953892865856
0.0003846153846153846,103.94025260735584,-118.70205532795526,1212627.2239254639,-48.7933170986151
0.00045454545454545455,379.8989380397673,-175.43612709873346,10080366.141154733,-24.78734338877772
0.0005555555555555556,204.64687331840167,-613.3390203158064,29415868.35219212,-71.54819309163823
0.0006666666666666666,299.0458038876082,-782.1343435485621,59202180.72971727,-69.07585378392562
0.0007692307692307692,342.3885425075893,-882.0910958192852,87225323.6163259,-68.78600173990532
0.0009090909090909091,345.5956110344038,-851.3508756509792,97203242.02300227,-67.90590076867231
0.0011111109876543348,331.0772474756258,-812.5127150292325,108327680.04234214,-67.83041570338281
0.0012820509533202685,314.50999603830763,-785.8309435374911,116332083.54966882,-68.18742727617061
0.0015625,296.5924138454505,-755.4379979617339,130342900.92135783,-68.5645381744951
0.00188679209683168,282.43807710469713,-728.7312503783797,145964727.94109958,-68.81491013189785
0.002173913043478261,274.64558692882696,-708.9980628983103,159170197.2583478,-68.825056036278
0.0025641032215649286,262.83477804037494,-682.1809662393781,173562254.99774572,-68.92902437253235
0.003125,256.60921388788523,-655.0087270465941,195868381.6967752,-68.60651382304988
0.0037735849056603774,252.7539465506037,-639.0728284356638,225725740.51124978,-68.42115309562946
0.004366812227074236,250.91155412338742,-618.012948680358,246055957.42461652,-67.9029830930681
0.005154639175257732,250.59942158844174,-595.5919635514332,272581310.1301691,-67.18074046704484
0.006289308176100629,253.2268483293848,-570.6544627761903,310471646.8101141,-66.07083495037112
0.007575757575757576,258.46404688204365,-542.5895595497727,346571309.37452626,-64.52907485197356
0.008695652173913044,262.46410674128765,-519.6695653053652,373284712.31060284,-63.20350316428276
0.010309280476140305,267.9623093740698,-488.262595738631,405029114.80494946,-61.24167748840984
0.012658229450408792,271.7741443154577,-452.5443222010528,446739181.5988289,-59.013203468740706
0.015151519742884772,273.44892920557464,-417.3283017428431,477701179.3402888,-56.76570134236241
0.017543859649122806,270.46775397952615,-391.604807500694,503288829.751169,-55.36851812264619
0.020408159100375693,270.02176264522836,-345.5300800309926,497049545.22915083,-51.993402670660124
0.025,264.2163766324484,-309.0491093989415,523455775.7540771,-49.47176509763378
0.030303030303030304,254.35353299223962,-273.36927638651434,535108185.143993,-47.063679334085954
0.03636363636363636,244.4964775990848,-239.2905896966466,539021852.6195,-44.38348105253862
0.044444444444444446,228.49788918927297,-201.63888049204542,522758335.7950337,-41.426921655964875
0.05319148936170213,214.5845324700373,-174.87759643261222,516230725.3803002,-39.17862258396687
0.0617283950617284,199.72305919630077,-152.49219589645915,493652835.02915406,-37.36239363304577
0.07299270072992702,183.73416263965666,-131.52906090867825,472013760.31394166,-35.597591901052134
