period_s,rho_det,phase_det_deg
0.003125,23847440.872652497,-43.03573772646345
0.0037735849056603774,25002007.851480577,-40.131677163185365
0.004366812227074236,25082907.057185955,-39.319699413663834
0.005154639175257732,25002719.40552314,-37.733667293455376
0.006289308176100629,24647509.07797046,-35.20013668448285
0.007575757575757576,24104375.432202473,-34.306434684363566
0.008695652173913044,23518948.309717167,-34.29397711456616
0.010309280476140305,21705938.89955743,-33.77451069594011
0.012658229450408792,19993333.75611647,-32.319159385727026
0.015151519742884772,17539803.729264475,-31.105678284779056
0.017543859649122806,16104092.251581382,-30.831196692086248
0.020408159100375693,13004727.671536341,-31.902902428606172
0.025,12483489.693562519,-33.38471297830393
0.030303030303030304,11376858.796270486,-35.786977443003394
0.03636363636363636,10472322.200990181,-38.70985952286234
0.044444444444444446,9767660.08477437,-42.658375236398406
0.05319148936170213,9949924.233599141,-46.20859712301428
0.0617283950617284,9678046.6505138,-49.571583020171616
0.07299270072992702,10097943.288662609,-53.255563202372926
0.08928571428571429,10784511.340059333,-57.135337544624235
0.1063830013580854,11772400.672275094,-61.176328464113645
0.1234568053650377,12545671.133236667,-64.6930688164498
0.1449274942239147,14247077.318099022,-68.12732197980988
0.17857139668367916,16577159.748509275,-71.05424589208741
0.2127660027161708,17585685.40626468,-72.57742801526214
0.243902379536005,19734509.014568914,-74.37898662656501
0.2941175605536587,23720771.406070556,-75.62519383153217
0.35587188612099646,28340756.804105848,-76.92447409776909
0.4273504273504274,33081460.077466924,-76.98528689688976
0.4926108374384237,37371713.92066014,-77.66313037679942
0.5813953488372093,43488605.68243539,-77.25425585932169
0.7092198581560284,50936207.15109802,-77.04809014649484
0.8547008547008548,58983335.962857656,-76.81381599354523
0.9803921568627451,64400233.585913196,-75.61988646271763
1.1627909680909227,73453709.09160693,-74.33497648060087
1.42857102040828,84049455.33731778,-72.78020391778794
1.6949149669635648,92550887.72750612,-70.63583079443804
1.9607839292580533,101531728.57544574,-69.08987840857789
2.3255808545160805,110867479.41770774,-67.12779131623935
2.857142857142857,122949202.5658572,-65.23518996506891
3.4129692832764507,134377802.64558655,-62.85740152396704
3.937007874015748,148152646.18032598,-61.298398733896036
4.651162790697675,157034616.51066113,-58.7447044173619
5.6818181818181825,172634548.31864643,-56.785793171318225
6.849315068493151,179358968.70458186,-54.71224277361165
7.874015748031496,187225650.04870814,-52.5697545755378
9.345794392523365,197025426.30406502,-51.57707229118184
11.363640237604628,197902088.30561548,-49.71312826891348
13.698630136986303,196402154.8578153,-48.138342049377094
15.873020912070132,196538454.7642496,-47.17155015525684
18.51851851851852,191183288.38565892,-46.52501250024856
22.727267561984647,186559049.57248503,-45.963828888282166
27.027027027027028,178883428.4207087,-45.78681002074669
31.25,175296509.41452774,-45.87339687036682
37.174721189591075,175729653.86474222,-46.387124465099824
45.45454545454546,173415520.48598945,-46.73575939019889
54.6448087431694,173289607.4078736,-47.51276425025454
62.893081761006286,173342985.8939462,-48.10274812434695
74.6268656716418,177519050.3139082,-48.75440174899639
90.90909090909092,181212972.9080854,-49.41254293579125
108.69569943291279,186955062.0278041,-49.683365949117295
126.58229450408791,191117710.8702456,-49.93279709124318
149.25370906661058,200807435.01130337,-50.10496998611357
181.81821487603906,211330193.4199534,-49.99664913272892
217.3913043478261,216023807.16463283,-48.941899835005046
250.0,221969952.3080361,-47.93178051366302
294.1175605536586,226853622.3235125,-48.0636036749859
363.6363636363637,232637000.21419218,-46.96559549140698
436.6812227074236,233139095.50730678,-46.626813421683764
505.0505050505051,235509841.32933265,-45.10740290588346
595.2380952380952,237055801.00545087,-45.052049849209354
729.9270072992701,236624120.68221506,-43.05524229122466
877.1929824561404,230178862.22822902,-41.78467239544058
1010.1010101010102,236078325.09926537,-41.18783500761537
1190.4760487528513,225373134.51826417,-40.07137824385161
1449.274942239147,222549187.59404096,-38.444910717011844
1754.3859649122808,211970918.83562022,-38.20429058924086
2000.0,211932515.03278774,-38.86022542282201
2380.9518140590917,191842986.59353912,-34.730026527776076
2941.1756055365868,207646287.59667093,-36.778806511676386
3496.5034965034965,221660719.2826484,-2.906627305717421
4032.258064516129,196457717.512458,-35.10596107439099
4761.9047619047615,132629957.06983417,-31.602816566254795
5813.953488372093,138036064.9288811,-37.22938791200838
6993.006993006993,158597120.68354946,-9.991606019513211
8064.516129032258,874599222.8295525,-22.182662179338017
9523.809523809523,110356255.23468767,-37.845313724811525
11627.909680909228,616910440.9753357,-39.20418611979324
