period_s,Zdet_real,Zdet_imag,rho_det,phase_det_deg
0.003125,170.69348816810225,-143.93380105005627,19731194.683750723,-40.13857783472011
0.0037735849056603774,160.64854475171322,-127.969604410429,20161087.26323648,-38.54016682354553
0.004366812227074236,151.1925003730286,-117.63221622134871,20295490.58718868,-37.8839667741769
0.005154639175257732,142.36542527156217,-106.61729337761372,20652783.595153164,-36.829495351131726
0.006289308176100629,132.21774644661926,-92.69214801434953,20768745.153951757,-35.032637087484716
0.007575757575757576,122.56828123042482,-85.79211764863852,21476321.14553122,-34.990238411284075
0.008695652173913044,115.34639727186969,-78.08558038427006,21367920.9232659,-34.09666143687444
0.010309280476140305,105.48066222391509,-67.39261570933584,20457397.19021285,-32.57490290316996
0.012658229450408792,96.38402278165358,-59.29275394129917,20529583.02240458,-31.598666372606502
0.015151519742884772,87.36656767717575,-47.16064067935533,18915295.16192694,-28.360258524302104
0.017543859649122806,80.14703333366275,-40.34743309757164,17889993.22972737,-26.721491558937352
0.020408159100375693,68.5155177462721,-32.54782742334816,14871820.12127253,-25.409735294260603
0.025,59.45720860551881,-26.874396895991133,13480127.630588997,-24.32275923755334
0.030303030303030304,52.49516531552268,-24.375583704543526,12856704.336044827,-24.90730834908385
0.03636363636363636,45.75147922023102,-20.970375652010958,11665543.120111417,-24.62454554833257
0.044444444444444446,37.91634599185192,-17.055726540861837,9729913.237565445,-24.219414307357788
0.05319148936170213,34.2209305298955,-15.913576203120305,9595291.206166517,-24.939588840264477
0.0617283950617284,29.984968425302167,-15.1777809932509,8830136.208341219,-26.847604998411434
0.07299270072992702,26.516519819450163,-14.238637474139114,8374386.456591535,-28.23456799896065
0.08928571428571429,23.176106918285697,-13.064674083624459,8004120.666149086,-29.410523747728593
0.1063830013580854,20.14547120343035,-12.18543258326576,7468730.6520172,-31.168571479052098
0.1234568053650377,17.95357681398745,-11.640264071529087,7158571.857840482,-32.95749889145707
0.1449274942239147,16.364356707799004,-11.051981694752774,7157430.409439759,-34.03387788543229
0.17857139668367916,14.478856899588076,-10.187738254478901,7088575.9257586505,-35.13131617025988
0.2127660027161708,13.263599091957952,-8.81221604161189,6833204.8129018145,-33.59970592721162
0.243902379536005,12.313262055359191,-8.115723368067535,6718129.96988849,-33.389046514752515
0.2941175605536587,11.309602428643899,-7.30353456337399,6751591.863819542,-32.853635281727534
0.35587188612099646,10.133824376969226,-6.43280429571936,6493721.877214691,-32.40678619559583
0.4273504273504274,9.3225723346051,-5.689499711589741,6456019.220984554,-31.395420329526115
0.4926108374384237,8.610235160025447,-5.072444502207992,6230619.083587923,-30.503104305698873
0.5813953488372093,7.680658850962584,-4.348515224025101,5736288.8740736,-29.516992388939375
0.7092198581560284,6.807524140733576,-3.661727404671997,5367025.540403258,-28.275547850661155
0.8547008547008548,6.187792375838561,-3.13989938977251,5211951.150065843,-26.90480962630527
0.9803921568627451,5.688756818950592,-2.7724859895919414,4972763.320092372,-25.982861695648168
1.1627909680909227,4.945337407700865,-2.3743062570150233,4431873.882101486,-25.64613090986804
1.42857102040828,4.291900856303946,-2.02753126017602,4076601.650991221,-25.2864573856205
1.6949149669635648,3.814575554290069,-1.755017520849785,3784747.6662308173,-24.706307470506193
1.9607839292580533,3.4008352604471765,-1.6365020019551952,3537255.747929796,-25.697134426975413
2.3255808545160805,2.9998130648499437,-1.381177980440907,3212390.6313381703,-24.72235239883063
2.857142857142857,2.487501998742803,-1.3128022263844752,2862727.2315263664,-27.823266759840944
3.4129692832764507,2.2282866286536103,-1.2097021813771869,2778828.8464091886,-28.49684747095913
3.937007874015748,1.9115506173482502,-1.2673024117172194,2622823.079409494,-33.543219494330074
4.651162790697675,1.702804818210113,-1.1442458478384832,2479331.018571073,-33.90019694811649
5.6818181818181825,1.5762013812357791,-1.1343230928091466,2713723.5973769883,-35.740911995578756
6.849315068493151,1.2845105103009669,-1.0353568630122434,2361209.5831413395,-38.86993349365905
7.874015748031496,1.2087268984523682,-1.0142522702250518,2482895.9319191067,-40.000277483402606
9.345794392523365,0.9823425335072227,-1.0147580804892165,2361080.4582859026,-45.92990355247407
11.363640237604628,1.0125147901583844,-0.9931755748933356,2895115.5332706803,-44.447561250825764
13.698630136986303,0.7045745521842571,-0.8416770044217672,2090348.8026485802,-50.06702947579398
15.873020912070132,0.6275590590916611,-0.8298827285531154,2176266.5650813943,-52.90335205220925
18.51851851851852,0.589583126419751,-0.7959563533894626,2301198.2312781923,-53.47180337246746
22.727267561984647,0.5354710861573286,-0.7591686012046877,2484286.194685255,-54.80319771741771
27.027027027027028,0.49515695982638264,-0.7048205295299423,2539712.6600372386,-54.910840954003234
31.25,0.47136517006256395,-0.6781549578201785,2699573.3988751043,-55.19799496976326
37.174721189591075,0.4456426038347106,-0.6472143924412399,2907257.8768454557,-55.450457089314284
45.45454545454546,0.41962376473611634,-0.6008298336674104,3091911.442593333,-55.06928195224724
54.6448087431694,0.3998659530855085,-0.5610814121848773,3285361.052483296,-54.523663534900805
62.893081761006286,0.3782123414197099,-0.5282881453768619,3362500.716169594,-54.400345832437864
74.6268656716418,0.36810121711614424,-0.490776331498649,3557204.470302987,-53.12868511302229
90.90909090909092,0.3444678924040145,-0.4542218442527491,3741694.7423878135,-52.824437615677354
108.69569943291279,0.322384870949814,-0.41088942189588945,3754971.8850719538,-51.88218028319013
126.58229450408791,0.3170695376804032,-0.3855095775081919,3994343.3017061674,-50.56377504712529
149.25370906661058,0.2948283412481972,-0.35668427891239246,4048072.2761138477,-50.423521356602144
