period_s,Zdet_real,Zdet_imag,rho_det,phase_det_deg
0.0031249990234378053,220.07757522256986,-138.60108583490566,26772689.625596102,-32.20202075804861
0.0037735849056603774,207.99310462284043,-81.02445374935225,23813390.507213373,-21.283577940036768
0.004366812227074236,180.64399300012826,-86.80690307972326,22215272.700558025,-25.66620809590199
0.005154639175257732,163.80753474525406,-64.92636476117461,20269682.27231496,-21.621276118754793
0.006289308176100629,147.83174260313535,-47.940357947436084,19238679.99008782,-17.967361008483365
0.007575757575757576,125.99579330485832,-57.016190477644415,18350826.38444773,-24.34791969837972
0.008695652173913044,108.21131083905858,-59.86125753388718,16842507.96419058,-28.950866011681537
0.010309280476140305,94.11596101063446,-59.541589945504924,16194438.463020526,-32.31911178846455
0.012658229450408792,78.46946019607371,-55.67844943493879,14841544.754075855,-35.35782193122379
0.015151519742884772,58.9682513871669,-67.58788856606289,15438776.57618976,-48.89635213835714
0.017543859649122806,73.90592664676336,17.336829825266623,12804357.177695265,13.201727734715531
0.020408159100375693,24.85849544625964,-17.094881546592823,2352563.084153776,-34.515825063158175
0.025,43.05699798192819,-37.0391351294572,10213816.821010044,-40.7032689730218
0.030303030303030304,38.09380308479372,-32.18862474331211,9545857.862310227,-40.197249297538384
0.03636363636363636,33.435650718598126,-30.014570112629542,9297679.27310246,-41.913740182471095
0.044444444444444446,28.31292011064378,-28.22002077357859,8995018.96435645,-44.90584719176032
0.05319148936170213,25.154456033077658,-27.422647180392875,9328745.37161697,-47.470224509396225
0.0617283950617284,22.31313331338103,-26.261292637482313,9284111.728231944,-49.64682115631296
0.07299270072992702,20.285921656674,-25.858083901785967,9985675.238542091,-51.88546627868823
0.08928571428571429,18.026534738402532,-24.96946453453805,10725006.889945695,-54.17285556056938
0.1063830013580854,15.354976481454553,-24.30800526446446,11137981.700825991,-57.72005570083651
0.1234568053650377,13.8234448497044,-23.60647618198307,11701243.222801564,-59.64767769673968
0.1449274942239147,12.514813121405997,-23.366379590740024,12896572.128054714,-61.82691683812593
0.17857139668367916,11.011691805803784,-22.27218506395888,13961233.015210336,-63.69153968556566
0.2127660027161708,10.117635431444073,-21.298979378013865,14982955.926935049,-64.5909205970952
0.243902379536005,9.461388040747257,-21.022967920219628,16417828.64409937,-65.76986935544149
0.2941175605536587,8.696480298121399,-20.494636907096233,18463504.71625742,-67.00705223537253
0.35587188612099646,7.733268461399864,-19.69978165210231,20186931.470457356,-68.56721004472875
0.4273504273504274,7.28140906192226,-19.16052415502304,22740143.46165223,-69.1921379755439
0.4926108374384237,6.921164472286939,-18.70047571736232,24806864.04434833,-69.6901677206935
0.5813953488372093,6.494120066785234,-18.19816356869402,27491231.7544209,-70.36076431665195
0.7092198581560284,6.19967711744959,-17.60750067530391,31299988.822767496,-70.60261331897665
0.8547008547008548,5.941457584178055,-17.250286602030243,36033245.05837247,-70.99492972267657
0.9803921568627451,5.642380261159864,-16.77003069058943,38873360.18164242,-71.40416960726593
1.1627909680909227,5.475825516707471,-16.352175036112094,43794662.346240014,-71.48593380634196
1.42857102040828,5.57267549479033,-16.15094690113167,52815062.77622217,-70.963667314941
1.6949149669635648,5.6489461919944866,-16.02150209119566,61951694.31634399,-70.57809858246144
1.9607839292580533,5.521571221577883,-16.277456013567743,73369267.93858047,-71.26224887724564
2.3255808545160805,5.680159623198286,-15.304014629198916,78487693.56948395,-69.63734656474757
2.857142857142857,5.879286933580747,-14.78576201431973,91617788.92848903,-68.31566571170802
3.4129692832764507,4.807940906532082,-14.194572421892715,97086002.25682315,-71.2878932854798
3.937007874015748,5.263404600250793,-13.567307564706978,105597048.55733755,-68.7963556735699
4.651162790697675,4.575764318037145,-12.991840887943097,111762890.5042425,-70.59758735505244
5.6818181818181825,5.220421951735024,-12.08381714123541,124687980.11809035,-66.63480463372164
6.849315068493151,4.558007426567607,-11.246911186285258,127751823.21163367,-67.93888751244566
7.874015748031496,4.830849602790558,-10.647059458136983,136321851.54401326,-65.59496041948769
