Site,File,Skew,Lat,Lon,Is1D,Tectonic_Unit
SAMTEX.zim127.2005,SAMTEX.zim127.2005.edi,0.1229501562772323,-18.558783333333334,25.618055555555557,True,mesoproterozoic_belts
SAMTEX.bot222.2005,SAMTEX.bot222.2005.edi,0.123755274035193,-24.569366666666667,24.29202777777778,True,archean
SAMTEX.win024.2006,SAMTEX.win024.2006.edi,0.1239166975724632,-22.31064444444445,19.69088888888889,True,paleoproterozoic_shields
SAMTEX.mak003.2006,SAMTEX.mak003.2006.edi,0.1241325945684416,-20.130116666666662,25.643719444444443,True,paleoproterozoic_belts
SAMTEX.mof105.2005,SAMTEX.mof105.2005.edi,0.1244577497351206,-20.252116666666662,24.206108333333333,True,paleoproterozoic_shields
SAMTEX.kap010.2003,SAMTEX.kap010.2003.edi,0.124582858556624,-31.14795,21.466941666666663,True,mesoproterozoic_belts
SAMTEX.mol104.2005,SAMTEX.mol104.2005.edi,0.124738818240956,-24.006663888888887,24.98638888888889,True,archean
SAMTEX.kim418.2004,SAMTEX.kim418.2004.edi,0.1247985672374167,-25.5602,20.56925,True,paleoproterozoic_shields
SAMTEX.win018.2006,SAMTEX.win018.2006.edi,0.1256445325248164,-22.119366666666668,21.162191666666665,True,paleoproterozoic_shields
SAMTEX.CPV008.2006,SAMTEX.CPV008.2006.edi,0.1262019580523465,-17.97795,20.446830555555557,True,paleoproterozoic_shields
SAMTEX.mof102.2005,SAMTEX.mof102.2005.edi,0.1274818142121939,-20.14545,23.648888888888887,True,mesoproterozoic_belts
SAMTEX.oka004.2006,SAMTEX.oka004.2006.edi,0.1275949712477062,-20.04833055555556,22.315830555555557,True,mesoproterozoic_belts
SAMTEX.k2g014.2006,SAMTEX.k2g014.2006.edi,0.1286427377068206,-23.649144444444445,22.71975,True,archean
SAMTEX.kim215.2003-2006,SAMTEX.kim215.2003-2006.edi,0.1286902223834928,-29.57016388888889,25.515238888888888,True,archean
PRIDE.ZAM001A_RH_ZAM00.2011-2012,PRIDE.ZAM001A_RH_ZAM00.2011-2012.edi,0.1301387238595023,-17.382805555555557,24.648191666666666,True,mesoproterozoic_belts
SAMTEX.CPV003.2006,SAMTEX.CPV003.2006.edi,0.1322931500135053,-17.892894444444444,19.509383333333332,True,paleoproterozoic_shields
SAMTEX.ETO012A.2008,SAMTEX.ETO012A.2008.edi,0.1324965747086156,-20.15478333333333,15.070691666666669,True,paleoproterozoic_belts
SAMTEX.dmb032.2006,SAMTEX.dmb032.2006.edi,0.1330779812750281,-23.788505555555556,19.231388888888887,True,paleoproterozoic_shields
SAMTEX.kim421.2004,SAMTEX.kim421.2004.edi,0.1331452080881487,-25.217699999999997,20.152027777777775,True,paleoproterozoic_shields
SAMTEX.kap034.2003,SAMTEX.kap034.2003.edi,0.1343641419311567,-27.85683888888889,24.684166666666663,True,archean
SAMTEX.kim009_H.2003-2006,SAMTEX.kim009_H.2003-2006.edi,0.1351930328817497,-28.734061111111114,24.5125,True,archean
SAMTEX.rtz202.2005,SAMTEX.rtz202.2005.edi,0.1354567481446645,-25.290000000000003,25.35333055555556,True,archean
PRIDE.ZAM34B_RH_ZAM40B.2011-2012,PRIDE.ZAM34B_RH_ZAM40B.2011-2012.edi,0.1367845374221247,-14.710691666666666,24.553055555555556,True,neoproterozoic
SAMTEX.kap012.2003,SAMTEX.kap012.2003.edi,0.1380222054896833,-30.86822777777778,21.743055555555557,True,mesoproterozoic_belts
SAMTEX.wita38.2005,SAMTEX.wita38.2005.edi,0.1381084152073654,-27.029644444444443,27.54814166666667,True,archean
SAMTEX.kap024.2003,SAMTEX.kap024.2003.edi,0.1381087896663674,-29.234894444444446,23.37,True,archean
SAMTEX.wita48.2005,SAMTEX.wita48.2005.edi,0.1391218844230191,-26.98742222222222,27.880916666666668,True,archean
SAMTEX.bot412.2005,SAMTEX.bot412.2005.edi,0.1391433078107219,-23.509616666666663,25.773888888888887,True,archean
SAMTEX.mof127.2005,SAMTEX.mof127.2005.edi,0.1401978848667435,-21.093505555555556,27.2875,True,archean
SAMTEX.oka008.2006,SAMTEX.oka008.2006.edi,0.1403078505780439,-19.38136666666667,22.156441666666662,True,neoproterozoic
SAMTEX.kal014.2008,SAMTEX.kal014.2008.edi,0.1406940202265042,-22.640866666666668,24.168277777777774,True,limpopo
SAMTEX.GIB018a.true.2008,SAMTEX.GIB018a.true.2008.edi,0.141092977330063,-25.391644444444445,16.37211111111111,True,mesoproterozoic_belts
SAMTEX.zim126.2005,SAMTEX.zim126.2005.edi,0.1411689947358505,-18.728783333333332,25.60194166666667,True,paleoproterozoic_belts
SAMTEX.CPV027.2006,SAMTEX.CPV027.2006.edi,0.1413165180895164,-17.710283333333333,23.860691666666668,True,neoproterozoic
SAMTEX.dmb101A.2006,SAMTEX.dmb101A.2006.edi,0.1415331777323502,-17.842616666666665,18.000855555555557,True,paleoproterozoic_shields
SAMTEX.kap042.2003,SAMTEX.kap042.2003.edi,0.1425916110095027,-26.768505555555553,25.72,True,archean
SAMTEX.dmb029.2006,SAMTEX.dmb029.2006.edi,0.1427728901043033,-23.283255555555556,19.018219444444444,True,paleoproterozoic_shields
SAMTEX.kap023.2003,SAMTEX.kap023.2003.edi,0.1433298747403871,-29.362672222222223,23.235277777777775,True,archean
SAMTEX.kap017.2003,SAMTEX.kap017.2003.edi,0.1434682557164794,-30.21878333333333,22.413888888888888,True,mesoproterozoic_belts
SAMTEX.san001.2008,SAMTEX.san001.2008.edi,0.1436636640314857,-23.317616666666662,24.43797222222222,True,limpopo
SAMTEX.RAK011A.2008,SAMTEX.RAK011A.2008.edi,0.1443965372815078,-17.514644444444443,16.165633333333332,True,paleoproterozoic_shields
SAMTEX.mof120.2005,SAMTEX.mof120.2005.edi,0.1456766386882421,-21.323505555555556,26.025,True,limpopo
