File,MedianLogRho_det,MedianRho_det,Nperiods
SAMTEX.kal009.2008.edi,7.537381887875348,34556895.52764011,84
SAMTEX.kal010.2008.edi,7.720754686476498,52664350.80190587,84
SAMTEX.kal011.2008.edi,7.4480349143814095,28133251.538819205,84
SAMTEX.kal012.2008.edi,7.237690508092396,17339415.283198886,84
SAMTEX.kal013.2008.edi,7.360400664781993,22997539.62443396,88
SAMTEX.kal014.2008.edi,7.317044825527879,20814236.51469826,84
SAMTEX.kal015.2008.edi,7.1121643937205405,12985987.061587412,88
SAMTEX.kal016.2008.edi,7.2724788768358035,18779087.146713234,88
SAMTEX.kal017.2008.edi,7.4830656594009515,30416828.986554865,84
SAMTEX.kal018.2008.edi,7.585993465573916,38626648.830146044,80
SAMTEX.kal019.2008.edi,7.394684511423282,24851266.90448461,86
SAMTEX.kal020.2008.edi,7.375812051921821,23830871.273710027,84
SAMTEX.kal021.2008.edi,7.610325590877223,40856224.09819955,84
SAMTEX.kal022.2008.edi,8.43495153427471,272247688.263294,84
SAMTEX.kal023.2008.edi,8.381844430696317,240909437.2764778,88
SAMTEX.kal024.2008.edi,8.287670518510673,193943738.27206677,84
SAMTEX.kap001.2003.edi,6.80166656752973,6333832.403495554,59
SAMTEX.kap002.2003.edi,6.609402795312757,4078902.1764001297,60
SAMTEX.kap003.2003.edi,6.97938478299784,9547358.601459585,82
SAMTEX.kap004.2003.edi,6.991054175084228,9796147.726593748,84
SAMTEX.kap005.2003.edi,6.906964849879255,8071927.614311,84
SAMTEX.kap006.2003.edi,6.523124404906804,3335219.3884619614,104
SAMTEX.kap007.2003.edi,6.555784220779978,3595760.1953018853,84
SAMTEX.kap008.2003.edi,7.688353851556672,48794795.014471486,88
SAMTEX.kap009.2003.edi,6.680758238922479,4794671.817145547,104
SAMTEX.kap010.2003.edi,7.269671438771932,18606862.82943432,84
SAMTEX.kap011.2003.edi,7.621780632816236,41858522.45851055,84
SAMTEX.kap012.2003.edi,7.321360079467893,20959491.996986877,104
SAMTEX.kap013.2003.edi,7.2914174844633735,19562190.528722726,45
SAMTEX.kap014.2003.edi,6.504069036829744,3192045.232417542,45
SAMTEX.kap015.2003.edi,6.066680781760187,1166244.9047551255,108
SAMTEX.kap016.2003.edi,7.073867516715634,11855218.553602867,88
SAMTEX.kap017.2003.edi,8.825706273621783,670094480.145118,88
SAMTEX.kap018.2003.edi,8.670265964137302,468168253.94820434,104
SAMTEX.kap019.2003.edi,8.028030198532115,106667646.29813737,88
SAMTEX.kap020.2003.edi,7.221013261242354,16634640.302078495,84
SAMTEX.kap021.2003.edi,7.75813751134414,57299547.7481873,104
SAMTEX.kap022.2003.edi,7.6261242675614875,42296108.985746086,88
SAMTEX.kap023.2003.edi,7.520067398729878,33118899.098713346,108
SAMTEX.kap024.2003.edi,7.283443786868297,19206415.061872665,84
SAMTEX.kap025.2003.edi,6.464879822404233,2920844.739061187,20
SAMTEX.kap026.2003.edi,7.346100113035546,22187078.146807496,55
SAMTEX.kap027.2003.edi,6.791707670853352,6223687.883676911,68
SAMTEX.kap028.2003.edi,7.46161983631639,28948084.80973509,55
SAMTEX.kap029.2003.edi,6.801554933630145,6332204.65489644,64
SAMTEX.kap030.2003.edi,7.611359721604792,40940581.40393819,54
SAMTEX.kap031.2003.edi,7.122165667976734,13248468.209948793,55
SAMTEX.kap032.2003.edi,8.550659533657576,361206232.05777264,80
SAMTEX.kap033.2003.edi,7.419688900077518,26283880.209492788,58
SAMTEX.kap034.2003.edi,8.532916958312656,341169791.14050627,48
SAMTEX.kap035.2003.edi,9.11743803712766,1310503053.2841818,55
SAMTEX.kap036.2003.edi,9.845963648089686,7016518995.419562,54
SAMTEX.kap037.2003.edi,9.735208020025157,5435106019.331225,55
SAMTEX.kap038.2003.edi,9.330083329560734,2138372346.9242105,45
SAMTEX.kap039.2003.edi,9.398265389865912,2502490410.5152187,52
SAMTEX.kap040.2003.edi,8.498320603077794,315508360.6606538,80
SAMTEX.kap041.2003.edi,9.817952227703154,6575854991.176,45
SAMTEX.kap042.2003.edi,8.842563988262937,696003780.7898617,104
SAMTEX.kap043.2003.edi,9.62133512287684,4181904220.6059465,84
SAMTEX.kap044.2003.edi,9.222127462485497,1667751098.531055,80
SAMTEX.kap045.2003.edi,9.466915934024847,2931095696.050635,104
SAMTEX.kap046.2003.edi,9.125109069686268,1333948231.8552666,88
SAMTEX.kap047.2003.edi,7.651237045036277,44837188.0114335,88
SAMTEX.kap048.2003.edi,7.020619847449063,10486505.008034447,104
SAMTEX.kap049.2003.edi,5.847865046754354,704485.6381861197,84
SAMTEX.kap050.2003.edi,6.805574285731543,6391873.200310521,84
SAMTEX.kap051.2003.edi,3.6095215824609905,4069.3247349302783,64
SAMTEX.kap052.2003.edi,6.824772979090893,6680705.290685225,82
SAMTEX.kap053.2003.edi,8.183591488824085,152612985.6686942,45
SAMTEX.kap055.2003.edi,6.381424540278429,2413601.9827785217,104
SAMTEX.kap056.2003.edi,6.183480982060207,1525741.5804728458,45
SAMTEX.kap057.2003.edi,7.532674406085574,34093725.7190865,74
SAMTEX.kap058.2003.edi,8.655232444396276,452253460.734987,84
SAMTEX.kap059.2003.edi,8.937484570184026,866178392.6251698,84
SAMTEX.kap060.2003.edi,8.362234194045083,230278695.5578332,104
SAMTEX.kap061.2003.edi,7.988136401484061,97305280.06373033,76
SAMTEX.kap062.2003.edi,8.705937346969401,508086138.7678043,45
SAMTEX.kap063.2003.edi,8.530106479532046,338936363.5197657,104
SAMTEX.kap064.2003.edi,7.567104001682559,36919527.442865364,84
SAMTEX.kap065.2003.edi,8.11523139513049,130388917.5539829,84
SAMTEX.kap066.2003.edi,7.426464698302093,26709222.516471136,84
SAMTEX.kap067.2003.edi,8.610497004743799,408163203.6824658,48
SAMTEX.kap068.2003.edi,8.610498909640967,408164977.64611983,48
SAMTEX.kap069.2003.edi,8.452068969319903,283330696.41808546,104
SAMTEX.kap070.2003.edi,7.466565253852603,29279607.718877215,55
SAMTEX.kap071.2003.edi,8.63301774661817,429659297.19728,84
SAMTEX.kap072.2003.edi,8.260033705717891,182216223.69917828,104
SAMTEX.kap073.2003.edi,8.63166777478614,429024097.86280185,84
SAMTEX.kap074.2003.edi,7.769975288390842,58994849.97260517,84
SAMTEX.kap075.2003.edi,8.741840311081464,552056260.795821,104
SAMTEX.kim001.2003-2006.edi,7.351960113887914,22488480.59520768,65
SAMTEX.kim002.2003-2006.edi,7.547919380627679,35319893.44445472,54
SAMTEX.kim003.2003-2006.edi,7.582909341445337,38277058.77301934,40
SAMTEX.kim004_H.2003-2006.edi,7.822881250513302,66542049.5171414,40
SAMTEX.kim004_L.2003-2006.edi,7.11477832993364,13033370.180921854,20
SAMTEX.kim005.2003-2006.edi,8.752039120292912,565100144.5515908,80
SAMTEX.kim006.2003-2006.edi,8.584020430883722,383726940.1689687,80
SAMTEX.kim007.2003-2006.edi,9.202913073032036,1595559753.2337093,55
SAMTEX.kim009_H.2003-2006.edi,7.694863433065864,49530199.409044966,36
SAMTEX.kim009_L.2003-2006.edi,8.901157473534584,813381327.455123,20
SAMTEX.kim010.2003-2006.edi,10.200836630593406,15879493736.106396,80
SAMTEX.kim011.2003-2006.edi,7.320270463040547,20905976.748505972,37
SAMTEX.kim012.2003-2006.edi,8.29600621881733,197699794.92467842,33
SAMTEX.kim013.2003-2006.edi,8.484084628697715,304860921.36396396,80
SAMTEX.kim014.2003-2006.edi,8.011496474011635,102859282.99033931,80
SAMTEX.kim015.2003-2006.edi,8.487939591450681,308416722.917752,52
SAMTEX.kim016.2003-2006.edi,8.02255182036286,105331612.0902224,48
SAMTEX.kim017.2003-2006.edi,8.714520259304695,518260867.48231876,48
SAMTEX.kim018_H.2003-2006.edi,6.415780552238109,2610381.881938923,80
SAMTEX.kim018_L.2003-2006.edi,8.084260423694053,121501658.23304585,20
SAMTEX.kim019.2003-2006.edi,6.7863240851860365,6114104.431346886,80
SAMTEX.kim020.2003-2006.edi,7.8831179503037765,76467076.917584,80
SAMTEX.kim021.2003-2006.edi,7.227684739511804,16892142.62017124,73
SAMTEX.kim201.2003-2006.edi,6.142380384827305,1388178.0139416698,76
SAMTEX.kim213.2003-2006.edi,7.592294757770665,39523609.29248646,48
SAMTEX.kim214.2003-2006.edi,9.337326322289403,2185257998.869365,48
SAMTEX.kim215.2003-2006.edi,8.61899346969382,415904356.6655172,67
SAMTEX.kim314.2003-2006.edi,7.38101098638772,24062374.77288312,64
SAMTEX.kim401.2004.edi,7.75462298051897,56835931.284859136,47
SAMTEX.kim402.2004.edi,7.393626310215965,24752912.70417612,47
SAMTEX.kim403.2004.edi,8.446719339153193,279717307.4950129,47
SAMTEX.kim404.2004.edi,8.248445570037118,177192595.6409449,47
SAMTEX.kim405.2004.edi,8.943403181206806,877824984.5691351,80
SAMTEX.kim406.2004.edi,8.967100905824603,927045191.9761071,77
SAMTEX.kim407.2004.edi,8.904937197474581,803531869.0225158,80
SAMTEX.kim408.2004.edi,7.707986837775719,51091013.99195333,72
SAMTEX.kim409.2004.edi,7.984525269926941,96499545.95494412,47
SAMTEX.kim410.2004.edi,8.251991088878974,178793106.30865332,80
SAMTEX.kim411.2004.edi,7.412078438223231,25891670.65939919,80
SAMTEX.kim412.2004.edi,7.212050109766189,16317123.700437246,80
SAMTEX.kim413.2004.edi,6.9071921067765985,8090493.959142737,80
SAMTEX.kim418.2004.edi,7.0740191816740685,11874137.605853036,80
SAMTEX.kim419.2004.edi,6.961490234759011,9154284.327698916,80
SAMTEX.kim420.2004.edi,7.326449196874933,21250348.731521536,80
SAMTEX.kim421.2004.edi,7.578649833957133,37959856.76617296,80
SAMTEX.kim422.2004.edi,7.549242833155413,35422814.62285475,80
SAMTEX.kim423.2004.edi,7.392703184262152,24700987.519042887,80
SAMTEX.kim424.2004.edi,6.158327513197316,1441345.8344373147,80
SAMTEX.kim425.2004.edi,7.381849360932408,24118428.680656627,80
SAMTEX.kim426.2004.edi,7.331184526158895,21459905.623611443,80
SAMTEX.kim427.2004.edi,6.143508094930013,1393701.5924350172,80
SAMTEX.kim428.2004.edi,7.3913155950741025,24651972.787201673,80
SAMTEX.kim429.2004.edi,7.530231918297218,33953740.48073275,80
SAMTEX.kim430.2004.edi,6.35011828739966,2240060.786241912,80
SAMTEX.kim431.2004.edi,7.6524126074505485,44917318.33373771,84
SAMTEX.kim432.2004.edi,7.501864192710261,31759758.74670446,80
SAMTEX.kim433.2004.edi,8.19055621656018,155171911.67650732,80
SAMTEX.kim434.2004.edi,6.267106517242086,1849723.123324505,80
SAMTEX.kim435.2004.edi,8.42209538357347,264418310.43798876,80
SAMTEX.kim436.2004.edi,8.380801823072472,240492334.8166928,80
SAMTEX.kim437.2004.edi,8.208340524775046,161562485.11992005,47
SAMTEX.kim438.2004.edi,8.96832960113325,930527806.6786326,80
SAMTEX.kim439.2004.edi,7.7253629152131715,53141749.61753469,80
SAMTEX.kim440.2004.edi,7.60223364199975,40015998.752714165,80
SAMTEX.kim441.2004.edi,9.214404227887155,1638345555.2082283,80
SAMTEX.kim442.2004.edi,8.206854669433746,161012464.69888848,80
SAMTEX.kim443.2004.edi,7.087559882536112,12233757.921454968,47
SAMTEX.kim444.2004.edi,8.567936249998834,370005564.5582213,80
SAMTEX.kim445.2004.edi,7.8895399415187635,77548321.03963047,80
SAMTEX.kim446.2004.edi,8.134877161635256,137136958.2790423,80
SAMTEX.kim447.2004.edi,9.067704675238875,1168704961.3944325,80
SAMTEX.kof001.2004.edi,10.236171289374614,17254826381.584732,80
SAMTEX.kof002.2004.edi,8.615371866978908,428331860.2672255,80
SAMTEX.kof003.2004.edi,8.953275428443735,905497196.9363098,80
SAMTEX.kof004.2004.edi,1.7486657156185912,56.06162933338119,67
SAMTEX.kof005.2004.edi,7.505486748400628,32024823.760010686,47
SAMTEX.kof006.2004.edi,7.718242337401628,52268776.87160826,47
SAMTEX.kof007.2004.edi,7.311547425392238,20490257.93408896,67
SAMTEX.kof008.2004.edi,7.852500237439442,71203318.92851,47
SAMTEX.kof009.2004.edi,8.310300045528981,204314902.8709361,47
SAMTEX.mak001.2006.edi,6.391697652108464,2468281.649465816,82
SAMTEX.mak002.2006.edi,6.42512979023472,2672458.3618525895,84
SAMTEX.mak003.2006.edi,6.370621603206431,2355610.578452508,88
SAMTEX.mak004.2006.edi,7.012454240393652,10291168.09133938,84
SAMTEX.mak005.2006.edi,6.787514163396662,6130757.857125063,47
SAMTEX.mak006.2006.edi,6.641841349885981,4383705.294054517,47
SAMTEX.mak007.2006.edi,6.707851208672066,5103306.594500976,88
SAMTEX.mak008.2006.edi,6.4687592737986375,2959793.4838650697,84
SAMTEX.mak009.2006.edi,6.959894521130116,9145424.3181482,84
SAMTEX.mak010.2006.edi,7.114269049511394,13059588.582106223,88
SAMTEX.mof101.2005.edi,8.06541196223592,116376428.14463684,88
SAMTEX.mof102.2005.edi,7.837263128414754,68817604.36210531,88
SAMTEX.mof103.2005.edi,7.4289180684988,26913749.402581327,84
SAMTEX.mof104.2005.edi,6.810026405246303,6473439.380910355,88
SAMTEX.mof105.2005.edi,6.905131329517451,8061339.070215007,88
SAMTEX.mof106.2005.edi,6.845376857859833,7024517.93335029,88
SAMTEX.mof107.2005.edi,6.409689446685621,2568558.412900718,47
SAMTEX.mof108.2005.edi,6.828795548064856,6742105.562357152,47
SAMTEX.mof109.2005.edi,7.2939058239533106,19674596.030546676,47
SAMTEX.mof110.2005.edi,7.292819967506119,19625465.538706336,47
SAMTEX.mof111.2005.edi,7.469613393961336,29485832.489688076,47
SAMTEX.mof112.2005.edi,6.788385104956866,6143064.919754004,47
SAMTEX.mof113.2005.edi,6.8491776801303255,7066065.845777463,47
SAMTEX.mof114.2005.edi,6.512757520473787,3256548.274580984,47
SAMTEX.mof115.2005.edi,6.805783240847519,6394156.194042778,47
SAMTEX.mof116.2005.edi,8.542624299200522,348839207.1421015,88
SAMTEX.mof117.2005.edi,8.211151473767622,162764463.910289,84
SAMTEX.mof118.2005.edi,8.094804422354944,124400955.10110702,88
SAMTEX.mof119.2005.edi,8.28151433239616,191238490.98485488,88
SAMTEX.mof120.2005.edi,7.96865262036412,93041870.3734453,88
SAMTEX.mof121.2005.edi,7.3029556080746785,20089502.09708476,88
SAMTEX.mof122.2005.edi,8.093280009823744,123966565.97347614,88
SAMTEX.mof123.2005.edi,9.138324542963353,1375455982.3891041,88
SAMTEX.mof124.2005.edi,8.425225120520853,266210462.85188183,55
SAMTEX.mof125.2005.edi,9.043199368176449,1104697603.9267945,88
SAMTEX.mof126.2005.edi,9.225610875012865,1681816452.004879,88
SAMTEX.mof127.2005.edi,9.084224278995046,1214127825.2503133,88
SAMTEX.mol101.2005.edi,8.765070356643468,582214398.5612361,56
SAMTEX.mol102.2005.edi,8.488020562960916,307627772.0637429,84
SAMTEX.mol103.2005.edi,8.281101014180638,191029832.7483493,84
SAMTEX.mol104.2005.edi,8.109114620071864,128685786.51333202,84
SAMTEX.mol105.2005.edi,7.473400821102811,29744099.217149884,47
SAMTEX.mol106.2005.edi,7.720692747528804,52564525.39564844,47
SAMTEX.mol107.2005.edi,6.237360995545008,1727273.0444554612,47
SAMTEX.mol108.2005.edi,7.853099773824034,71301681.8169704,47
SAMTEX.oka002.2006.edi,6.6422559765536615,4389336.024885103,82
SAMTEX.oka003.2006.edi,6.898879019891503,7923553.074974986,82
SAMTEX.oka004.2006.edi,7.179372025446501,15113742.736046135,47
SAMTEX.oka005.2006.edi,7.778626264870018,60076214.07869634,84
SAMTEX.oka006.2006.edi,8.126174753598043,133762895.16133207,84
SAMTEX.oka007.2006.edi,8.569145378791127,370826530.8711741,84
SAMTEX.oka008.2006.edi,8.822776427820848,664969345.4877039,84
SAMTEX.oka009.2006.edi,8.242518752524063,174790873.42335793,47
SAMTEX.oka010.2006.edi,8.79564133005282,624656595.7515475,47
SAMTEX.oka011.2006.edi,8.66215056523757,459357239.46092296,81
SAMTEX.oka012.2006.edi,8.47017087375459,295250041.853107,86
SAMTEX.oka013.2006.edi,7.082857537364788,12102025.641744604,84
SAMTEX.oka014.2006.edi,7.904980446663291,80356310.70213795,84
SAMTEX.oka015.2006.edi,7.844457744463321,69896872.59150505,87
SAMTEX.rtz201.2005.edi,8.559273945156512,362471566.8727865,33
SAMTEX.rtz202.2005.edi,8.554295739281663,358597757.5790649,28
SAMTEX.rtz203.2005.edi,8.965445348577347,928047147.9033389,20
SAMTEX.rtz204.2005.edi,8.460469266140908,288714945.6113092,47
SAMTEX.rtz205.2005.edi,8.579035617082628,379347532.45403504,80
SAMTEX.rtz206.2005.edi,8.466928754719975,293130969.7732135,80
SAMTEX.rtz207.2005.edi,7.6781071668763765,47654856.58279955,59
SAMTEX.rtz208.2005.edi,10.819132409682858,65937489782.83341,47
SAMTEX.rtz209.2005.edi,7.17376379121376,14919911.112469446,80
SAMTEX.rtz210.2005.edi,6.599704602004864,3978364.78478306,67
SAMTEX.rtz211.2005.edi,6.606124896768871,4043367.6578522883,84
SAMTEX.rtz212.2005.edi,7.976938567767999,94828431.62073375,47
SAMTEX.rtz213.2005.edi,7.597332280627925,39566923.256719865,71
SAMTEX.rtz401.2005.edi,8.677374312223405,476522788.80184543,72
SAMTEX.rtz402.2005.edi,8.549625571341295,354782175.2382562,84
SAMTEX.rtz403.2005.edi,7.5390787721934345,34600212.989000104,47
SAMTEX.rtz404.2005.edi,7.932526589599343,85610421.37024923,60
SAMTEX.rtz407.2005.edi,7.609231450527142,40676489.73882735,72
SAMTEX.rtz408.2005.edi,7.302494677885058,20125792.009804722,80
SAMTEX.rtz409.2005.edi,5.709728795534678,512541.8776504429,80
SAMTEX.rtz410.2005.edi,7.026931071689303,10639741.37975606,89
SAMTEX.rtz411.2005.edi,6.701164653872359,5025330.785510311,47
SAMTEX.rtz412.2005.edi,6.6817143976320965,4966120.461546034,72
SAMTEX.rtz413.2005.edi,6.756465414912739,5707809.381208491,58
SAMTEX.rtz414.2005.edi,6.53462256670984,3424700.2597543136,47
SAMTEX.rtz415.2005.edi,6.988690491194241,9752138.726079974,80
SAMTEX.rtz416.2005.edi,6.4864316037460545,3066769.340759447,52
SAMTEX.rtz417.2005.edi,6.737324578732508,5461816.74820551,80
SAMTEX.rtz418.2005.edi,7.148759169342316,14085075.178036036,47
SAMTEX.rtz419.2005.edi,7.209566401197284,16201916.932154234,49
SAMTEX.rtz420.2005.edi,6.6034475150903456,4012800.0025478066,67
SAMTEX.rtz421.2005.edi,6.160225465188589,1448371.0963669731,80
SAMTEX.rtz422.2005.edi,7.780550369642274,60332367.75828582,51
SAMTEX.rtz424.2005.edi,8.219877794201285,165915817.27694237,56
SAMTEX.rtz425.2005.edi,8.943499203349182,878009476.5128403,47
SAMTEX.rtzf01.2005.edi,6.741696176080673,5524458.9627427915,80
SAMTEX.rtzf02.2005.edi,7.139766976205902,13796438.08271147,47
SAMTEX.rtzf03.2005.edi,7.1769285807196175,15028947.96265361,47
SAMTEX.rtzfb1.2005.edi,8.037002418201011,108893615.66367766,47
SAMTEX.san001.2008.edi,7.438136812756001,27443924.278147772,86
SAMTEX.san002.2008.edi,7.3752500269436965,23799726.163591437,84
SAMTEX.san003.2008.edi,7.402465672393028,25325115.235282503,84
SAMTEX.san004.2008.edi,7.504598011912501,31978790.697664615,88
SAMTEX.san006.2008.edi,6.964497986563034,9215062.306448245,84
SAMTEX.san007.2008.edi,7.363408131517367,23089170.37060582,80
SAMTEX.san008.2008.edi,7.302761462131409,20103130.553140365,80
SAMTEX.san009.2008.edi,7.394032600899958,24811566.966593213,84
SAMTEX.san010.2008.edi,7.18013105817667,15170653.124128476,84
SAMTEX.san011.2008.edi,7.228724509025863,16932917.22682643,84
SAMTEX.san012.2008.edi,7.654850389629812,45283437.54906531,88
SAMTEX.san013.2008.edi,6.959588875703691,9140955.204422556,84
SAMTEX.san014.2008.edi,7.316699372649481,20793442.816111624,88
SAMTEX.sso101.2005.edi,9.116144099032962,1306604347.9121203,47
SAMTEX.sso102.2005.edi,8.998447613417778,996602509.8455544,84
SAMTEX.sso103.2005.edi,8.621444893431688,418445602.27833897,88
SAMTEX.sso104.2005.edi,8.839277827997844,690681507.1152143,85
SAMTEX.sso105.2005.edi,6.75658346752747,5709649.563187708,64
SAMTEX.sso106.2005.edi,7.640599676631917,43714446.79150925,88
SAMTEX.sso107.2005.edi,7.708865135698802,51160064.30262506,88
SAMTEX.sso108.2005.edi,7.644591094000796,44137367.79309626,88
SAMTEX.sso109.2005.edi,7.659785177747775,45687161.73527637,88
SAMTEX.sso110.2005.edi,7.603149464824746,40107700.89403276,84
SAMTEX.sso111.2005.edi,6.455573103531836,2854797.0918100243,88
SAMTEX.sso112.2005.edi,7.7120048016811715,51539698.17242004,84
SAMTEX.sso113.2005.edi,7.770109949938033,58906879.26934954,88
SAMTEX.sso114.2005.edi,7.487639172176214,30735500.287883945,88
SAMTEX.sso115.2005.edi,8.075602582667347,119028644.75771841,88
SAMTEX.sso116.2005.edi,8.128552767727125,134447678.97917098,88
SAMTEX.sso117.2005.edi,8.854085719555837,714637364.8290807,47
SAMTEX.sso118.2005.edi,8.155350991507929,143094355.55460355,88
SAMTEX.win002.2006.edi,6.75861140739144,5738825.217100696,84
SAMTEX.win003.2006.edi,6.424348566278216,2658729.971702422,84
SAMTEX.win004.2006.edi,7.054427531578252,11338424.272551246,84
SAMTEX.win005.2006.edi,6.266621009710207,1847661.749639493,84
SAMTEX.win006.2006.edi,6.226606738328804,1685084.4608278861,84
SAMTEX.win007.2006.edi,7.597227125586377,39564240.5580592,84
SAMTEX.win008.2006.edi,7.081955948355428,12078574.784707848,86
SAMTEX.win009.2006.edi,8.475616471102008,299003294.88680637,86
SAMTEX.win010.2006.edi,8.716082350678715,520103431.7156873,84
SAMTEX.win011.2006.edi,8.043202810465612,110460352.68054104,84
SAMTEX.win012.2006.edi,7.937713914254639,86708700.38592273,84
SAMTEX.win013.2006.edi,7.966024606853329,92520251.414846,84
SAMTEX.win014.2006.edi,8.444937566776604,278574892.85453343,84
SAMTEX.win015.2006.edi,8.879425266256355,757580467.6058149,84
SAMTEX.win016.2006.edi,8.593801609245267,392467127.9371054,88
SAMTEX.win017.2006.edi,8.766696415091218,584387361.7384061,84
SAMTEX.win018.2006.edi,8.722097234378477,527352792.09467924,88
SAMTEX.win019.2006.edi,8.628347905528155,424962818.01815736,84
SAMTEX.win020.2006.edi,8.719922693067904,524715425.3122534,88
SAMTEX.win021.2006.edi,8.55516968063518,359080391.17452675,84
SAMTEX.win022.2006.edi,9.136364034566927,1368875764.6545355,85
SAMTEX.win023.2006.edi,8.690162337719848,490033868.8703121,84
SAMTEX.win024.2006.edi,8.456431244716743,286098044.7050036,88
SAMTEX.win025.2006.edi,8.507730510654346,321907066.675607,83
SAMTEX.win026.2006.edi,7.232496155576042,17082593.92596519,88
SAMTEX.win027.2006.edi,7.789830996701399,61635726.833501965,84
SAMTEX.win029.2006.edi,7.469160884503069,29456307.388496824,82
SAMTEX.win030.2006.edi,8.744516683172915,555294053.4323387,88
SAMTEX.win031.2006.edi,8.361652027162698,230105320.59013093,84
SAMTEX.win032.2006.edi,7.556873145775498,36059438.89871808,88
SAMTEX.win033.2006.edi,8.126089478163491,133687325.94542202,84
SAMTEX.win034.2006.edi,7.597632999022704,39596657.44522458,88
SAMTEX.win035.2006.edi,8.22139219216094,166491548.33196416,47
SAMTEX.win036.2006.edi,7.587143052432906,38649426.35893353,47
SAMTEX.win037.2006.edi,8.109987618772633,128821282.57297339,47
SAMTEX.win038.2006.edi,8.275076708204855,188398182.24798608,47
SAMTEX.win039.2006.edi,8.714585600776863,518305241.49563074,47
SAMTEX.win040.2006.edi,8.355074600923237,226503335.0222525,47
SAMTEX.win041.2006.edi,8.54172213470993,348114517.1513584,47
SAMTEX.win042.2006.edi,8.380125452227182,239952595.6611101,47
SAMTEX.wita13.2004.edi,10.001757318065096,11484795083.065434,78
SAMTEX.wita15.2004.edi,8.860969292151726,742599285.2621524,74
SAMTEX.wita16.2004.edi,8.137734084282275,137324989.64516586,74
SAMTEX.wita18.2004.edi,8.704237207838416,506110264.34971344,76
SAMTEX.wita19.2004.edi,8.866446986885675,738491079.7476871,76
SAMTEX.wita20.2004.edi,7.03710099630856,10909669.207914252,72
SAMTEX.wita21.2004.edi,8.413981950836076,259408602.92344755,66
SAMTEX.wita22.2004.edi,4.639836005037701,43635.102958625095,77
SAMTEX.wita23.2004.edi,6.22031965179462,1662905.0921881371,80
SAMTEX.wita24.2004.edi,7.809346150494766,64468881.8861025,72
SAMTEX.wita25.2004.edi,9.307783430794064,2031343790.0986648,77
SAMTEX.wita26.2004.edi,10.27163336675285,18691035689.655617,73
SAMTEX.wita27.2004.edi,10.279387415674105,19027749077.997707,71
SAMTEX.wita28.2004.edi,9.019162533905945,1045112393.8017926,76
SAMTEX.wita29.2004.edi,9.486682533987157,3066779376.0748553,67
SAMTEX.wita30.2004.edi,10.515383452310973,32762984194.39206,71
SAMTEX.wita31.2004.edi,9.545579720573668,3512260823.8277574,72
SAMTEX.wita32.2004.edi,9.277117987072272,1903112801.579767,74
SAMTEX.wita33.2004.edi,10.218572910580162,16541424635.551271,73
SAMTEX.wita34.2004.edi,9.636299080560306,4328117879.185524,71
SAMTEX.wita35.2004.edi,8.862711231421407,728972644.7947443,71
SAMTEX.wita36.2004.edi,9.771631954055666,5912371548.223894,76
SAMTEX.wita37.2005.edi,8.77991834556912,602637637.1658771,70
SAMTEX.wita38.2005.edi,10.08620319269335,12195600591.59227,71
SAMTEX.wita39.2005.edi,10.184086432797182,17261261112.10603,74
SAMTEX.wita40.2005.edi,11.053377351641894,113077800316.50502,69
SAMTEX.wita41.2005.edi,8.991713024110904,1009223223.7337693,70
SAMTEX.wita42.2005.edi,8.452959817977483,284264060.8535508,70
SAMTEX.wita43.2005.edi,9.965021800210916,9226392969.571648,74
SAMTEX.wita44.2005.edi,8.333996811021564,215788626.57093322,72
SAMTEX.wita45.2005.edi,9.858999479458149,7318582747.313509,74
SAMTEX.wita46.2005.edi,8.625745870487044,422796212.2823136,76
SAMTEX.wita47.2005.edi,8.9043239692761,806656637.7503911,72
SAMTEX.wita48.2005.edi,9.920685445369775,8364205748.699666,74
SAMTEX.witb10.2004.edi,9.89228144500513,7803553961.549933,76
SAMTEX.witb11.2004.edi,9.979048346406818,9529321406.854671,76
SAMTEX.witb12.2004.edi,10.00936189230964,10220452031.72592,76
SAMTEX.witb13.2004.edi,10.530314893010763,33908993026.840523,73
SAMTEX.witb14.2004.edi,10.401464059559625,25203685955.80931,69
SAMTEX.witb15.2004.edi,9.485517661012784,3058626396.3818564,68
SAMTEX.witb16.2004.edi,9.577095242063125,3776550027.0263004,71
SAMTEX.witb17.2004.edi,9.6205581320805,4174106793.763242,70
SAMTEX.witb18.2004.edi,10.0246663860393,10585153567.659023,68
SAMTEX.witb19.2004.edi,9.102247780174135,1265458129.6227193,75
SAMTEX.witb20.2004.edi,7.004401223750295,10114296.262264853,68
SAMTEX.witb21.2004.edi,6.490304413205006,3092517.772452838,76
SAMTEX.witb22.2004.edi,8.032254819583702,107735081.81832708,70
SAMTEX.witb23.2004.edi,10.502624288258115,32651365734.421688,76
SAMTEX.witb24.2004.edi,9.904029978761107,8017334040.508953,67
SAMTEX.witb25.2004.edi,9.805473335808928,6389595062.226276,73
SAMTEX.witb26.2004.edi,9.764001996166114,5807680897.589968,68
SAMTEX.witb27.2004.edi,9.455346526063305,2853294019.1632714,75
SAMTEX.witb28.2004.edi,10.795147153914572,62394621411.65945,75
SAMTEX.witb29.2004.edi,9.745217002476554,5561820935.051419,69
SAMTEX.witb31.2004.edi,10.503029423518917,41209472930.89731,72
SAMTEX.witb32.2004.edi,11.269572277972301,189165218806.59418,70
