File,MedianLogRho_det,MedianRho_det,Nperiods
SAMTEX.witb33.2004.edi,11.211183408400123,165073208917.16785,68
SAMTEX.witb34.2004.edi,10.608750940769294,42512777733.49512,76
SAMTEX.witb35.2004.edi,9.551525339981144,3598816119.7850723,74
SAMTEX.witb36.2004.edi,10.062640951601317,11613214964.466461,74
SAMTEX.zim101.2005.edi,7.939990807868749,87157301.43868658,28
SAMTEX.zim102.2005.edi,7.699285708415597,50036359.9894542,47
SAMTEX.zim103.2005.edi,9.180939504723096,1517844779.802147,28
SAMTEX.zim104.2005.edi,7.995722480762384,99019899.39803675,47
SAMTEX.zim105.2005.edi,8.147401945967815,140411263.0393124,47
SAMTEX.zim106.2005.edi,8.082539998064876,120931655.45969161,47
SAMTEX.zim107.2005.edi,9.274094604078288,1879726240.382295,47
SAMTEX.zim108.2005.edi,9.380678471058825,2402668131.7388344,80
SAMTEX.zim109.2005.edi,9.355216917623496,2265775714.9275317,83
SAMTEX.zim110.2005.edi,8.689097585179898,488935644.59073913,88
SAMTEX.zim111.2005.edi,9.312172239440464,2052936937.3898356,88
SAMTEX.zim112.2005.edi,8.970599006646323,934558842.8250127,88
SAMTEX.zim113.2005.edi,9.124761223537448,1333445324.516096,88
SAMTEX.zim114.2005.edi,9.136117446275907,1368585290.6048079,88
SAMTEX.zim115.2005.edi,8.573462172757456,374508925.72144663,47
SAMTEX.zim116.2005.edi,7.034253758692732,10826682.980903368,88
SAMTEX.zim117.2005.edi,6.582545857912906,3835678.421426708,88
SAMTEX.zim118.2005.edi,7.000983042820137,10035602.591966989,88
SAMTEX.zim119.2005.edi,6.312526306071506,2053649.4162767823,47
SAMTEX.zim120.2005.edi,6.638306481144942,4348169.657864803,47
SAMTEX.zim121.2005.edi,7.304711161969468,20170299.393650092,86
SAMTEX.zim122.2005.edi,6.551653113616602,3561665.3695589695,47
SAMTEX.zim123.2005.edi,8.010476694915573,102441680.66421911,47
SAMTEX.zim124.2005.edi,6.941677858231792,8743349.88934389,47
SAMTEX.zim125.2005.edi,7.99313514389881,98482293.94566293,88
SAMTEX.zim126.2005.edi,8.005297324005399,101227223.2652736,47
SAMTEX.zim127.2005.edi,8.411951568112721,258197223.68003136,47
SAMTEX.zim128.2005.edi,8.274830659640646,188299108.85799074,88
SAMTEX.zim130.2005.edi,8.442568794969821,277056787.9734374,47
SAMTEX.zim131.2005.edi,9.136358586006669,1368858591.1567912,47
