Site,File,Skew,Is1D
"Botswana, Africa",SAMTEX.bot419.2005.edi,0.22396487396542644,True
"Windhoek, Namibia, Africa",SAMTEX.win012.2006.edi,0.2243012149902327,True
"Orapa, Botswana, Africa",SAMTEX.sso111.2005.edi,0.22504139099032727,True
"NE Namibia, Africa",SAMTEX.CPV023.2006.edi,0.22558643160799052,True
"Windhoek, Namibia, Africa",SAMTEX.win019.2006.edi,0.22609868164013136,True
"Zimbabwe, Africa",SAMTEX.zim117.2005.edi,0.22699308561910758,True
"Klerksdorp, South Africa",SAMTEX.witb33.2004.edi,0.22805806263537304,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM15B_RH_ZAM16B.2011-2012.edi,0.22807576128396856,True
"NE Namibia, Africa",SAMTEX.CPV028.2006.edi,0.22826914539068827,True
"Kimberley, South Africa",SAMTEX.kim442.2004.edi,0.22853055313424267,True
"Kimberley, South Africa",SAMTEX.kim438.2004.edi,0.22880012101866,True
"Windhoek, Namibia, Africa",SAMTEX.win039.2006.edi,0.22956937278409648,True
"Northern Namibia, Africa",SAMTEX.RAK021A.2008.edi,0.23195339797803344,True
"Kimberley, South Africa",SAMTEX.kim017.2003-2006.edi,0.2324938420326376,True
"Windhoek, Namibia, Africa",SAMTEX.win025.2006.edi,0.23257817490951352,True
"Namibia, Africa",SAMTEX.dmb034.2006.edi,0.23306333497912404,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM28B_RH_ZAM26B.2011-2012.edi,0.2355018948968731,True
"Klerksdorp, South Africa",SAMTEX.witb14.2004.edi,0.2368104490697691,True
South Africa,SAMTEX.kap039.2003.edi,0.23800218269597925,True
"Kimberley, South Africa",SAMTEX.kim433.2004.edi,0.23807557818096994,True
"Windhoek, Namibia, Africa",SAMTEX.win008.2006.edi,0.2381272461624648,True
South Africa,SAMTEX.kap044.2003.edi,0.2386220480430746,True
"Klerksdorp, South Africa",SAMTEX.witb29.2004.edi,0.23885800536396723,True
South Africa,SAMTEX.kap026.2003.edi,0.24038988350649587,True
"Kimberley, South Africa",SAMTEX.kim007.2003-2006.edi,0.24044815728498986,True
"Botswana, Africa",SAMTEX.bot404.2005.edi,0.2407129895235785,True
"Zimbabwe, Africa",SAMTEX.zim116.2005.edi,0.24137003131737747,True
"Namibia, Africa",SAMTEX.dmb016.2006.edi,0.2425510620839912,True
South Africa,SAMTEX.kap027.2003.edi,0.24376200509360993,True
"Kalahari Game Reserve, Botswana, Africa",SAMTEX.kal002.2008.edi,0.24382163831024864,True
"Namibia, Africa",SAMTEX.dmb023.2006.edi,0.24425229892392836,True
"Zimbabwe, Africa",SAMTEX.zim118.2005.edi,0.2448119658638074,True
"Zimbabwe, Africa",SAMTEX.zim113.2005.edi,0.24671665981826862,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM26B_RH_ZAM28B.2011-2012.edi,0.247294936329016,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM03B_RH_ZAM01B.2011-2012.edi,0.24757907229271284,True
"Namibia, Africa",SAMTEX.ETO005A.2008.edi,0.24773810956630818,True
"NE Namibia, Africa",SAMTEX.CPV016.2006.edi,0.24805204577325438,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM32B_RH_ZAM33B.2011-2012.edi,0.24827065773993534,True
South Africa,SAMTEX.kap016.2003.edi,0.24972990844897833,True
"Windhoek, Namibia, Africa",SAMTEX.win030.2006.edi,0.25005322842346617,True
"Kimberley, South Africa",SAMTEX.kim447.2004.edi,0.2511811325487082,True
"Botswana, Africa",SAMTEX.bot223.2005.edi,0.2512044509659744,True
South Africa,SAMTEX.kap002.2003.edi,0.25139230110757027,True
"Windhoek, Namibia, Africa",SAMTEX.win010.2006.edi,0.25150858509943613,True
South Africa,SAMTEX.kap015.2003.edi,0.2518085576548533,True
"Mokopane, South Africa",SAMTEX.LIM008A.2008.edi,0.252015066631508,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM40B_RH_ZAM34B.2011-2012.edi,0.25402102688218897,True
"Smithfield, South Africa",SAMTEX.KXT006A_auto.tru.2008.edi,0.25418485570413696,True
"Namibia, Africa",SAMTEX.ETO010A.2008.edi,0.2543866768591398,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM39B_RH_ZAM42B.2011-2012.edi,0.2556359406807102,True
"Kimberley, South Africa",SAMTEX.kim437.2004.edi,0.25782535097393716,True
"Southern Botswana, Africa",SAMTEX.rtz211.2005.edi,0.2592956505881833,True
"Weiveld, South Africa",SAMTEX.wita47.2005.edi,0.25979408190413467,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM012A_RH_ZAM00.2011-2012.edi,0.2607641944224587,True
"Hardap Region, Namibia, Africa",SAMTEX.GIB002A.2008.edi,0.26476370622132656,True
"Coffiefontain, South Africa",SAMTEX.kof003.2004.edi,0.2674651989633269,True
"Botswana, Africa",SAMTEX.mof116.2005.edi,0.2682227914183823,True
"Botswana, Africa",SAMTEX.bot219.2005.edi,0.26909097510036134,True
"Klerksdorp, South Africa",SAMTEX.witb15.2004.edi,0.26932578624847187,True
"NE Namibia, Africa",SAMTEX.CPV004.2006.edi,0.2712938915373422,True
"Klerksdorp, South Africa",SAMTEX.wita21.2004.edi,0.2728620533229493,True
"Namibia, Africa",SAMTEX.dmb009.2006.edi,0.2753960573935958,True
"Central Botswana, Africa",SAMTEX.san013.2008.edi,0.27541918035278784,True
"Hardap Region, Namibia, Africa",SAMTEX.GIB008A.2008.edi,0.27606510353836183,True
South Africa,SAMTEX.kap041.2003.edi,0.2809363880973831,True
South Africa,SAMTEX.kap058.2003.edi,0.2815318413377008,True
"Klerksdorp, South Africa",SAMTEX.wita30.2004.edi,0.28288919310489075,True
"Klerksdorp, South Africa",SAMTEX.wita20.2004.edi,0.2835538550402911,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM08B_RH_ZAM07B.2011-2012.edi,0.28798849471076776,True
"Northern Namibia, Africa",SAMTEX.RAK009A.2008.edi,0.288051878633575,True
South Africa,SAMTEX.kap014.2003.edi,0.2887488850803359,True
"Kimberley, South Africa",SAMTEX.kim021.2003-2006.edi,0.2887912479053314,True
"Namibia, Africa",SAMTEX.ETO016A.2008.edi,0.2889172425447231,True
"Namibia, Africa",SAMTEX.ETO002A.2008.edi,0.2898974319800901,True
"Orapa, Botswana, Africa",SAMTEX.sso105.2005.edi,0.29176233711276944,True
"Namibia, Africa",SAMTEX.dmb007.2006.edi,0.29191222393114014,True
"Kimberley, South Africa",SAMTEX.kim444.2004.edi,0.2924451162625207,True
"Botswana, Africa",SAMTEX.bot214.2005.edi,0.2933232597123389,True
"NE Namibia, Africa",SAMTEX.NEN002.2006.edi,0.2941580058940812,True
"Weiveld, South Africa",SAMTEX.wita41.2005.edi,0.29429227600188534,True
"Klerksdorp, South Africa",SAMTEX.witb34.2004.edi,0.2965950575341878,True
"Namibia, Africa",SAMTEX.dmb026.2006.edi,0.29747625034282094,True
"Tzaneen, South Africa",SAMTEX.LOW005A_auto.tru.2008.edi,0.29961479780934347,True
"Botswana, Africa",SAMTEX.bot224.2005.edi,0.3004777014345739,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM09B_RH_ZAM07B.2011-2012.edi,0.3014987665127732,True
"Botswana, Africa",SAMTEX.bot217.2005.edi,0.3021972247799008,True
"Windhoek, Namibia, Africa",SAMTEX.win009.2006.edi,0.3031870626360187,True
"Botswana, Africa",SAMTEX.mof121.2005.edi,0.30375196577369923,True
"Botswana, Africa",SAMTEX.bot215.2005.edi,0.30441116560114695,True
"Weiveld, South Africa",SAMTEX.wita45.2005.edi,0.30504360255603746,True
"Okavango Lake, Botswana, Africa",SAMTEX.oka010.2006.edi,0.3062367640675666,True
"NE Namibia, Africa",SAMTEX.CPV006.2006.edi,0.3066977861401006,True
"Makgadikgadi Park, Botswana, Africa",SAMTEX.mak005.2006.edi,0.3086968762001398,True
"Orapa, Botswana, Africa",SAMTEX.sso104.2005.edi,0.3088317536591446,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM37B_RH_ZAM36B.2011-2012.edi,0.30981166162619633,True
"Klerksdorp, South Africa",SAMTEX.wita29.2004.edi,0.31030008339070336,True
"Namibia, Africa",SAMTEX.dmb015.2006.edi,0.31050945233211164,True
"Klerksdorp, South Africa",SAMTEX.witb32.2004.edi,0.31133797682792924,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM27B_RH_ZAM25B.2011-2012.edi,0.3115050644746923,True
"Klerksdorp, South Africa",SAMTEX.wita35.2004.edi,0.3119494114531176,True
"Klerksdorp, South Africa",SAMTEX.witb16.2004.edi,0.31232869836131016,True
"NE Namibia, Africa",SAMTEX.CPV013.2006.edi,0.31323916776559646,True
"Windhoek, Namibia, Africa",SAMTEX.win021.2006.edi,0.3133921747647173,True
"Kasane, Zimbabwe, Africa",SAMTEX.ELZ003A.2008.edi,0.3145354612433883,True
"Central Botswana, Africa",SAMTEX.san004.2008.edi,0.3146514279975325,True
"Hardap Region, Namibia, Africa",SAMTEX.GIB013A.2008.edi,0.3162103900798731,True
"Klerksdorp, South Africa",SAMTEX.witb24.2004.edi,0.31660051982247456,True
"NE Namibia, Africa",SAMTEX.CPV024.2006.edi,0.3167295014950765,True
"Hardap Region, Namibia, Africa",SAMTEX.GIB015A.true.2008.edi,0.3167417096592283,True
"Klerksdorp, South Africa",SAMTEX.wita32.2004.edi,0.31712454998063433,True
"Zimbabwe, Africa",SAMTEX.zim110.2005.edi,0.3191956742272334,True
"Kimberley, South Africa",SAMTEX.kim410.2004.edi,0.3197881508923919,True
South Africa,SAMTEX.kap071.2003.edi,0.3221946998622779,True
"Klerksdorp, South Africa",SAMTEX.wita36.2004.edi,0.32493586021356247,True
"Zimbabwe, Africa",SAMTEX.zim131.2005.edi,0.32570812693835816,True
"Namibia, Africa",SAMTEX.dmb028.2006.edi,0.3267071634752995,True
South Africa,SAMTEX.kap063.2003.edi,0.3267978318257603,True
South Africa,SAMTEX.kap055.2003.edi,0.32780405809741336,True
"Klerksdorp, South Africa",SAMTEX.witb28.2004.edi,0.3325782535268802,True
"Botswana, Africa",SAMTEX.bot409.2005.edi,0.3336007624421761,True
South Africa,SAMTEX.kap004.2003.edi,0.33387289648137136,True
"Kimberley, South Africa",SAMTEX.kim018_L.2003-2006.edi,0.3355115317179243,True
"Klerksdorp, South Africa",SAMTEX.wita33.2004.edi,0.3362240328484864,True
"Northern Namibia, Africa",SAMTEX.RAK016A.2008.edi,0.33653451146724456,True
"Namibia, Africa",SAMTEX.ETO003A.2008.edi,0.3372103645144744,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM003A_RH_ZAM00.2011-2012.edi,0.33794695496288346,True
"NE Namibia, Africa",SAMTEX.NEN005.2006.edi,0.34011172384119287,True
"Klerksdorp, South Africa",SAMTEX.wita15.2004.edi,0.3402497725003326,True
"NE Namibia, Africa",SAMTEX.CPV020.2006.edi,0.34421118821171853,True
South Africa,SAMTEX.kap062.2003.edi,0.34425984331871984,True
"Tzaneen, South Africa",SAMTEX.LOW004B_auto.tru.2008.edi,0.3444139663652819,True
"Namibia, Africa",SAMTEX.dmb002.2006.edi,0.3447106148061107,True
"Windhoek, Namibia, Africa",SAMTEX.win034.2006.edi,0.3459907845453535,True
"NE Namibia, Africa",SAMTEX.NEN012.2006.edi,0.34661354450633025,True
"Kimberley, South Africa",SAMTEX.kim004_H.2003-2006.edi,0.34729840020611336,True
"Northern Namibia, Africa",SAMTEX.RAK012A.2008.edi,0.3513805672615519,True
"Weiveld, South Africa",SAMTEX.wita37.2005.edi,0.3518876009442852,True
"Namibia, Africa",SAMTEX.ETO007C.2008.edi,0.35208641051145245,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM18B_RH_ZAM10B.2011-2012.edi,0.35353890548699163,True
"Coffiefontain, South Africa",SAMTEX.kof001.2004.edi,0.35438546801769166,True
"Okavango Lake, Botswana, Africa",SAMTEX.oka015.2006.edi,0.35614855266720924,True
"Namibia, Africa",SAMTEX.dmb027.2006.edi,0.3574805762742223,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM017A_RH_ZAM01.2011-2012.edi,0.35793392038037036,True
"Klerksdorp, South Africa",SAMTEX.witb17.2004.edi,0.3607088956230809,True
"Klerksdorp, South Africa",SAMTEX.witb13.2004.edi,0.36110575453613275,True
"Klerksdorp, South Africa",SAMTEX.wita31.2004.edi,0.36180895656738127,True
"Northern Namibia, Africa",SAMTEX.RAK013A.2008.edi,0.3640959182987957,True
South Africa,SAMTEX.kap029.2003.edi,0.3654526492199597,True
"Weiveld, South Africa",SAMTEX.wita44.2005.edi,0.36640087575309227,True
"Northern Namibia, Africa",SAMTEX.RAK015A.2008.edi,0.3669126870859083,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM010A_RH_ZAM00.2011-2012.edi,0.36811572099408035,True
"Botswana, Africa",SAMTEX.bot211.2005.edi,0.3689689164493833,True
South Africa,SAMTEX.kap043.2003.edi,0.36953770880343156,True
"Zimbabwe, Africa",SAMTEX.zim111.2005.edi,0.3704475661949776,True
"Botswana, Africa",SAMTEX.bot225.2005.edi,0.3706050212277586,True
"Klerksdorp, South Africa",SAMTEX.witb36.2004.edi,0.37102645007098534,True
"Botswana, Africa",SAMTEX.bot216.2005.edi,0.3722471696881731,True
"NE Namibia, Africa",SAMTEX.CPV026.2006.edi,0.3722842715168105,True
"Mokopane, South Africa",SAMTEX.LIM007A.2008.edi,0.3769510272523247,True
"Hardap Region, Namibia, Africa",SAMTEX.GIB001A.2008.edi,0.38018887683155345,True
South Africa,SAMTEX.kap019.2003.edi,0.38080870358967883,True
"Kimberley, South Africa",SAMTEX.kim408.2004.edi,0.38084845167843845,True
"NE Namibia, Africa",SAMTEX.CPV022.2006.edi,0.38313612922868645,True
"NE Namibia, Africa",SAMTEX.NEN006.2006.edi,0.38808264416590615,True
"Tzaneen, South Africa",SAMTEX.LOW002A_auto.tru.2008.edi,0.38817691251118563,True
"Botswana, Africa",SAMTEX.bot212.2005.edi,0.38851599469812115,True
"Namibia, Africa",SAMTEX.dmb005.2006.edi,0.3895919457070268,True
"Kimberley, South Africa",SAMTEX.kim445.2004.edi,0.39004761412478806,True
South Africa,SAMTEX.kap028.2003.edi,0.3911487400721517,True
"Kweneng, Botswana, Africa",SAMTEX.mol106.2005.edi,0.39285353422284575,True
"Southern Botswana, Africa",SAMTEX.rtz210.2005.edi,0.3955007434142539,True
"Kasane, Zimbabwe, Africa",SAMTEX.ELZ102B.2008.edi,0.39612041607590087,True
"Namibia, Africa",SAMTEX.ETO011A.2008.edi,0.39820839582916956,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM29B_RH_ZAM30B.2011-2012.edi,0.39822142134867083,True
"Kalahari Game Reserve, Botswana, Africa",SAMTEX.kal005.2008.edi,0.3983104120773355,True
"Namibia, Africa",SAMTEX.dmb006.2006.edi,0.4009598242020944,True
"Namibia, Africa",SAMTEX.ETO006A.2008.edi,0.4094535010619499,True
"Windhoek, Namibia, Africa",SAMTEX.win002.2006.edi,0.40984408217404483,True
"Windhoek, Namibia, Africa",SAMTEX.win006.2006.edi,0.4098568000241179,True
"Kimberley, South Africa",SAMTEX.kim403.2004.edi,0.41002595018929505,True
"Otjiwarongo, Namibia, Africa",SAMTEX.ELG914B.2008.edi,0.4111957924232616,True
"Northern Namibia, Africa",SAMTEX.RAK007A.2008.edi,0.4158140375744221,True
"Botswana, Africa",SAMTEX.mof123.2005.edi,0.4170110746383999,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM06B_LH_ZAM06B.2011-2012.edi,0.41844013066576485,True
"Weiveld, South Africa",SAMTEX.wita43.2005.edi,0.41892427176919234,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM008A_RH_ZAM01.2011-2012.edi,0.4213029783259225,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM02B_RH_ZAM07B.2011-2012.edi,0.42419438086286926,True
South Africa,SAMTEX.kap073.2003.edi,0.42510906676273386,True
"Klerksdorp, South Africa",SAMTEX.witb10.2004.edi,0.42870630789980596,True
"Kalahari Game Reserve, Botswana, Africa",SAMTEX.kal013.2008.edi,0.4289988636778031,True
South Africa,SAMTEX.kap037.2003.edi,0.42936904759382744,True
"Namibia, Africa",SAMTEX.ETO022A.2008.edi,0.43236724785419484,True
"Zimbabwe, Africa",SAMTEX.zim107.2005.edi,0.4333543597554074,True
"Namibia, Africa",SAMTEX.ETO014A.2008.edi,0.4337953745722383,True
"Smithfield, South Africa",SAMTEX.KXT001A_auto.tru.2008.edi,0.43390586356782646,True
"Botswana, Africa",SAMTEX.bot221.2005.edi,0.43402937300174177,True
"Namibia, Africa",SAMTEX.dmb020.2006.edi,0.43517454837120617,True
"Tshane, Botswana, Africa",SAMTEX.rtz402.2005.edi,0.4378377942815354,True
"Namibia, Africa",SAMTEX.ETO019A.2008.edi,0.43863752582756116,True
"Namibia, Africa",SAMTEX.dmb011.2006.edi,0.43985376839917406,True
"Botswana, Africa",SAMTEX.bot401.2005.edi,0.44014673898715956,True
"Klerksdorp, South Africa",SAMTEX.wita13.2004.edi,0.44279368490552745,True
"Kimberley, South Africa",SAMTEX.kim003.2003-2006.edi,0.45103843014582595,True
"Windhoek, Namibia, Africa",SAMTEX.win014.2006.edi,0.4521360067097372,True
"Otjiwarongo, Namibia, Africa",SAMTEX.ELG013A.2008.edi,0.45527844316795535,True
"Klerksdorp, South Africa",SAMTEX.witb19.2004.edi,0.45596459810998624,True
"Orapa, Botswana, Africa",SAMTEX.sso103.2005.edi,0.4577058381957904,True
"Northern Namibia, Africa",SAMTEX.RAK002A.2008.edi,0.46043502881103715,True
"Otjiwarongo, Namibia, Africa",SAMTEX.ELG097A.2008.edi,0.46640424895391003,True
"Hardap Region, Namibia, Africa",SAMTEX.GIB017A.2008.edi,0.47334508967628575,True
"Zimbabwe, Africa",SAMTEX.zim123.2005.edi,0.4734695865192933,True
"Namibia, Africa",SAMTEX.dmb018.2006.edi,0.4742126845098568,True
South Africa,SAMTEX.kap038.2003.edi,0.47631224922481863,True
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM13B_RH_ZAM12B.2011-2012.edi,0.47664523392301433,True
"Kalahari Game Reserve, Botswana, Africa",SAMTEX.kal015.2008.edi,0.4802414887879326,True
"NE Namibia, Africa",SAMTEX.CPV019.2006.edi,0.4891934345337269,True
"Okavango Lake, Botswana, Africa",SAMTEX.oka011.2006.edi,0.49594095056793375,True
"NE Namibia, Africa",SAMTEX.CPV007.2006.edi,0.49600959607502637,True
"Tzaneen, South Africa",SAMTEX.LOW011A_auto.tru.2008.edi,0.4981172411200145,True
"Klerksdorp, South Africa",SAMTEX.witb18.2004.edi,0.4981868416169269,True
"Kimberley, South Africa",SAMTEX.kim002.2003-2006.edi,0.5010553670548105,False
"Mokopane, South Africa",SAMTEX.LIM006A.2008.edi,0.5034246757895131,False
"Kimberley, South Africa",SAMTEX.kim405.2004.edi,0.5039091921196001,False
"Klerksdorp, South Africa",SAMTEX.witb35.2004.edi,0.5091515937001109,False
"Tshane, Botswana, Africa",SAMTEX.rtz404.2005.edi,0.5102721201211385,False
"Klerksdorp, South Africa",SAMTEX.wita28.2004.edi,0.5126089718735888,False
"Smithfield, South Africa",SAMTEX.KXT010A_auto.tru.2008.edi,0.5134696848169259,False
"NE Namibia, Africa",SAMTEX.NEN118.2006.edi,0.515637981378048,False
"Klerksdorp, South Africa",SAMTEX.wita19.2004.edi,0.516202701987963,False
"Klerksdorp, South Africa",SAMTEX.witb22.2004.edi,0.5178143997180371,False
South Africa,SAMTEX.kap030.2003.edi,0.5192553853864307,False
South Africa,SAMTEX.kap022.2003.edi,0.5211883421510091,False
"NE Namibia, Africa",SAMTEX.NEN117.2006.edi,0.5217472881220097,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM016A_RH_ZAM01.2011-2012.edi,0.522744248118774,False
"Hardap Region, Namibia, Africa",SAMTEX.GIB007A.2008.edi,0.5232237251603579,False
South Africa,SAMTEX.kap011.2003.edi,0.5256937048093248,False
"Orapa, Botswana, Africa",SAMTEX.sso114.2005.edi,0.5259936844770606,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM42B_RH_ZAM39B.2011-2012.edi,0.5265121840489637,False
South Africa,SAMTEX.kap075.2003.edi,0.5274710038945061,False
"Okavango Lake, Botswana, Africa",SAMTEX.oka005.2006.edi,0.5300883511247066,False
"Namibia, Africa",SAMTEX.ETO001A.2008.edi,0.5312735304961704,False
South Africa,SAMTEX.kap050.2003.edi,0.5322886256131034,False
"NE Namibia, Africa",SAMTEX.NEN011.2006.edi,0.5367895431361444,False
"Northern Namibia, Africa",SAMTEX.RAK023A.2008.edi,0.5427306107947109,False
"Hardap Region, Namibia, Africa",SAMTEX.GIB012A.2008.edi,0.5444599064713717,False
"Tzaneen, South Africa",SAMTEX.LOW007A_auto.tru.2008.edi,0.5478364565390831,False
"Otjiwarongo, Namibia, Africa",SAMTEX.ELG091A.2008.edi,0.5542133352066878,False
"Orapa, Botswana, Africa",SAMTEX.sso112.2005.edi,0.5579194588242393,False
"Coffiefontain, South Africa",SAMTEX.kof002.2004.edi,0.5581797225035884,False
South Africa,SAMTEX.kap045.2003.edi,0.5595388578782408,False
"Kimberley, South Africa",SAMTEX.kim409.2004.edi,0.5605661618606,False
"Kimberley, South Africa",SAMTEX.kim010.2003-2006.edi,0.5671159387265169,False
South Africa,SAMTEX.kap025.2003.edi,0.5726778898063891,False
"Windhoek, Namibia, Africa",SAMTEX.win033.2006.edi,0.5766032207257589,False
"Klerksdorp, South Africa",SAMTEX.wita26.2004.edi,0.5789969105417604,False
"Tzaneen, South Africa",SAMTEX.LOW003B_auto.tru.2008.edi,0.5797467570750234,False
"NE Namibia, Africa",SAMTEX.NEN010.2006.edi,0.580122052848474,False
"Coffiefontain, South Africa",SAMTEX.kof004.2004.edi,0.5821291712355122,False
"Otjiwarongo, Namibia, Africa",SAMTEX.ELG093A.2008.edi,0.5826557485665202,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAMC65L1.2011-2012.edi,0.5829456273056767,False
"Northern Namibia, Africa",SAMTEX.RAK005A.2008.edi,0.5856331894846131,False
"Kimberley, South Africa",SAMTEX.kim407.2004.edi,0.5865718225591192,False
"Kimberley, South Africa",SAMTEX.kim201.2003-2006.edi,0.5880805540272618,False
"NE Namibia, Africa",SAMTEX.NEN016.2006.edi,0.5889289011727538,False
"Klerksdorp, South Africa",SAMTEX.witb20.2004.edi,0.5897565574633565,False
"Botswana, Africa",SAMTEX.mof122.2005.edi,0.591637724337106,False
"Southern Botswana, Africa",SAMTEX.rtz204.2005.edi,0.5940998607314617,False
"NE Namibia, Africa",SAMTEX.NEN017.2006.edi,0.5951819868399906,False
"Tzaneen, South Africa",SAMTEX.LOW008A_auto.tru.2008.edi,0.5978084745076185,False
"NE Namibia, Africa",SAMTEX.CPV012.2006.edi,0.602024307235503,False
"Tshane, Botswana, Africa",SAMTEX.rtz408.2005.edi,0.6148909116728738,False
"Tshane, Botswana, Africa",SAMTEX.rtzf03.2005.edi,0.6200005256312278,False
South Africa,SAMTEX.kap069.2003.edi,0.6204466105233084,False
"Klerksdorp, South Africa",SAMTEX.witb11.2004.edi,0.622938673362226,False
"Kimberley, South Africa",SAMTEX.kim006.2003-2006.edi,0.6244958948879398,False
"Namibia, Africa",SAMTEX.ETO024A.2008.edi,0.6283558719138859,False
"Windhoek, Namibia, Africa",SAMTEX.win005.2006.edi,0.6285441131816517,False
"Windhoek, Namibia, Africa",SAMTEX.win027.2006.edi,0.630237460599834,False
"Klerksdorp, South Africa",SAMTEX.witb31.2004.edi,0.632468216302729,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM30B_RH_ZAM29B.2011-2012.edi,0.6395637631772025,False
"Tshane, Botswana, Africa",SAMTEX.rtz412.2005.edi,0.6445605217957266,False
"Kimberley, South Africa",SAMTEX.kim443.2004.edi,0.660171308112268,False
"Northern Namibia, Africa",SAMTEX.RAK053A.2008.edi,0.6641475545748017,False
"Windhoek, Namibia, Africa",SAMTEX.win023.2006.edi,0.6669057227055336,False
"Okavango Lake, Botswana, Africa",SAMTEX.oka009.2006.edi,0.6680844427068141,False
"Windhoek, Namibia, Africa",SAMTEX.win032.2006.edi,0.6697949725833995,False
"Botswana, Africa",SAMTEX.bot220.2005.edi,0.669820929364535,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM22B_LH_ZAM22B.2011-2012.edi,0.6721085016467798,False
"Tshane, Botswana, Africa",SAMTEX.rtz425.2005.edi,0.6722908261411635,False
"Otjiwarongo, Namibia, Africa",SAMTEX.ELG092A.2008.edi,0.6726435097138721,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM002A_RH_ZAM00.2011-2012.edi,0.6786905759776598,False
"Zimbabwe, Africa",SAMTEX.zim114.2005.edi,0.6793088829668478,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM17B_LH_ZAM17B.2011-2012.edi,0.6832576139022183,False
"Kasane, Zimbabwe, Africa",SAMTEX.ELZ101A.2008.edi,0.6841187417061108,False
"Tshane, Botswana, Africa",SAMTEX.rtzf02.2005.edi,0.6880700637177605,False
"NE Namibia, Africa",SAMTEX.CPV015.2006.edi,0.6905417807070946,False
"Zimbabwe, Africa",SAMTEX.zim106.2005.edi,0.6974855524745773,False
"Northern Namibia, Africa",SAMTEX.RAK014A.2008.edi,0.7193475599690797,False
"Kimberley, South Africa",SAMTEX.kim009_L.2003-2006.edi,0.7193685905071243,False
"Windhoek, Namibia, Africa",SAMTEX.win011.2006.edi,0.7278699268431521,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM014A_RH_ZAM01.2011-2012.edi,0.7421316747800937,False
"Namibia, Africa",SAMTEX.dmb021.2006.edi,0.7573914963755656,False
South Africa,SAMTEX.kap035.2003.edi,0.7610610061887978,False
"NE Namibia, Africa",SAMTEX.NEN019.2006.edi,0.7644158137729875,False
"Mokopane, South Africa",SAMTEX.LIM002A.2008.edi,0.7662131290700487,False
"Kimberley, South Africa",SAMTEX.kim404.2004.edi,0.7678634347094648,False
"Northern Namibia, Africa",SAMTEX.RAK008A.2008.edi,0.7696131348957739,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM20B_RH_ZAM19B.2011-2012.edi,0.7787412565735149,False
South Africa,SAMTEX.kap053.2003.edi,0.7872169648751981,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAMC64L.2011-2012.edi,0.7910469523744255,False
"Otjiwarongo, Namibia, Africa",SAMTEX.ELG913A.2008.edi,0.8008828974349532,False
"Klerksdorp, South Africa",SAMTEX.wita22.2004.edi,0.8046295601007504,False
"NE Namibia, Africa",SAMTEX.NEN015.2006.edi,0.8080854610647767,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM19B_RH_ZAM20B.2011-2012.edi,0.8084424595632003,False
"Windhoek, Namibia, Africa",SAMTEX.win031.2006.edi,0.8087525815094834,False
"Kasane, Zimbabwe, Africa",SAMTEX.ELZ103A.2008.edi,0.8092550486474449,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM35B_RH_ZAM38B.2011-2012.edi,0.815811684102915,False
"Kimberley, South Africa",SAMTEX.kim001.2003-2006.edi,0.817368151618908,False
"Zimbabwe, Africa",SAMTEX.zim121.2005.edi,0.8177434369578076,False
"Barotse Basin, Western Province, Zambia",PRIDE.ZAM24B_RH_ZAM23B.2011-2012.edi,0.8221657679563055,False
"Namibia, Africa",SAMTEX.ETO004A.2008.edi,0.8261745061159433,False
"Kimberley, South Africa",SAMTEX.kim019.2003-2006.edi,0.8344373250278545,False
