     1.00000  +2.0349E-02 +1.9770E-02 +2.8372E-04
      2.15443 +1.3840E-02 +1.4672E-02 +2.0169E-04
      4.64159 +8.3257E-03 +1.1479E-02 +1.4181E-04
     10.00000 +3.8736E-03 +7.0000E-03 +8.0003E-05
     21.54435 +2.0175E-03 +4.1945E-03 +4.6545E-05
     46.41589 +1.1643E-03 +2.4082E-03 +2.6749E-05
    100.00000 +6.7286E-04 +1.2834E-03 +1.4491E-05
    215.44347 +3.9236E-04 +6.8747E-04 +7.9155E-06
    464.15888 +2.8747E-04 +3.7753E-04 +4.7452E-06
   1000.00000 +2.5905E-04 +2.0295E-04 +3.2908E-06
   2154.43469 +2.3018E-04 +1.0476E-04 +2.5290E-06
   4641.58883 +2.2533E-04 +6.8739E-05 +2.3558E-06
  10000.00000 +2.0379E-04 +5.2877E-05 +2.1054E-06
 
