     0.00313 +5.4276E-01 +4.7264E-01 +2.1591E-02
     0.00629 +3.5527E-01 +4.1906E-01 +1.6482E-02
     0.01515 +1.4272E-01 +2.8954E-01 +9.6842E-03
     0.03030 +5.0525E-02 +1.7280E-01 +5.4009E-03
     0.06173 +1.8490E-02 +9.3006E-02 +2.8448E-03
     0.14493 +1.0152E-02 +4.1415E-02 +1.2792E-03
     0.29412 +8.4032E-03 +2.1418E-02 +6.9022E-04
     0.58140 +7.1618E-03 +1.1891E-02 +4.1642E-04
     1.42857 +5.8416E-03 +5.9136E-03 +2.4937E-04
     2.85714 +5.1935E-03 +3.7634E-03 +1.9241E-04
     5.68182 +4.6659E-03 +2.7181E-03 +1.6200E-04
    13.69863 +3.6812E-03 +2.2105E-03 +1.2882E-04
    27.02703 +2.7708E-03 +2.0197E-03 +1.0286E-04
    62.89308 +1.7173E-03 +1.6265E-03 +7.0961E-05
   126.58229 +1.0890E-03 +1.2696E-03 +5.0179E-05
   294.11756 +5.5733E-04 +8.1021E-04 +2.9502E-05
   595.23810 +3.0867E-04 +5.0596E-04 +1.7781E-05
  1190.47605 +2.0458E-04 +3.3752E-04 +1.1841E-05
  2941.17561 +1.1311E-04 +2.1566E-04 +7.3058E-06
  5813.95349 +8.8346E-05 +1.1080E-04 +4.2513E-06
