     0.00313 +1.0064E-01 +7.5536E-02 +3.7750E-03
     0.00629 +9.1981E-02 +4.6937E-02 +3.0979E-03
     0.01515 +8.6093E-02 +2.8095E-02 +2.7168E-03
     0.03030 +7.7257E-02 +2.3653E-02 +2.4239E-03
     0.06173 +7.0001E-02 +2.1237E-02 +2.1945E-03
     0.14493 +5.9392E-02 +1.8107E-02 +1.8627E-03
     0.29412 +5.1398E-02 +1.3555E-02 +1.5947E-03
     0.58140 +4.8566E-02 +1.0983E-02 +1.4938E-03
     1.42857 +4.2984E-02 +1.4095E-02 +1.3571E-03
     2.85714 +3.5389E-02 +1.5488E-02 +1.1589E-03
     5.68182 +2.7305E-02 +1.5753E-02 +9.4568E-04
    13.69863 +1.6657E-02 +1.3612E-02 +6.4533E-04
    27.02703 +1.0717E-02 +1.0927E-02 +4.5915E-04
    62.89308 +6.0934E-03 +7.0584E-03 +2.7974E-04
   126.58229 +4.0792E-03 +4.7260E-03 +1.8729E-04
   294.11756 +2.5550E-03 +2.9997E-03 +1.1821E-04
   595.23810 +1.7624E-03 +2.0642E-03 +8.1426E-05
  1190.47605 +1.2523E-03 +1.4169E-03 +5.6729E-05
  2941.17561 +7.8381E-04 +8.8418E-04 +3.5447E-05
  5813.95349 +3.7417E-04 +5.2819E-04 +1.9419E-05
