     0.00172 +1.9851E-01 +2.0015E-01 +8.4569E-03
     0.00400 +1.7566E-01 +8.9180E-02 +5.9101E-03
     0.00909 +1.6641E-01 +4.0766E-02 +5.1400E-03
     0.01667 +1.6412E-01 +2.7598E-02 +4.9927E-03
     0.03078 +1.6116E-01 +2.0077E-02 +4.8722E-03
     0.08000 +1.5741E-01 +1.8399E-02 +4.7544E-03
     0.18826 +1.5418E-01 +2.2584E-02 +4.6748E-03
     0.42672 +1.4154E-01 +4.4205E-02 +4.4485E-03
     0.85338 +1.1001E-01 +6.3566E-02 +3.8116E-03
     2.00809 +6.0060E-02 +6.2229E-02 +2.5945E-03
     4.55168 +2.7796E-02 +4.2062E-02 +1.5125E-03
    10.92608 +1.3621E-02 +2.3155E-02 +8.0594E-04
    21.01167 +8.9670E-03 +1.4346E-02 +5.0754E-04
    47.49353 +6.1105E-03 +8.3046E-03 +3.0931E-04
   112.04920 +3.9857E-03 +5.1831E-03 +1.9615E-04
   257.05421 +2.2797E-03 +3.3417E-03 +1.2136E-04
   485.54767 +1.3774E-03 +2.3211E-03 +8.0969E-05
  1165.14103 +5.7911E-04 +1.3971E-03 +4.5371E-05
  2913.06539 +2.0807E-04 +6.7592E-04 +2.1217E-05
  5377.96326 +8.7890E-05 +3.9631E-04 +1.2178E-05
