period_s,rho_det,phase_det_deg
0.003125,48.08585355590791,-49.058161871567215
0.0037735849056603774,45.707487978200966,-47.74124209877584
0.004366812227074236,45.34568226921527,-48.426177464737826
0.005154639175257732,47.49938911800131,-50.31444999261512
0.006289308176100629,50.9134364835719,-50.796031291747944
0.007575757575757576,53.64780764246177,-52.49366384167058
0.008695652173913044,57.02754808328177,-54.16451146326299
0.010309280476140305,61.59248894731633,-56.72513025788058
0.012658229450408792,64.40371951982483,-56.74854319623239
0.015151519742884772,70.2908711980097,-58.17430288501813
0.017543859649122806,73.378216254817,-57.97424420518717
0.020408159100375693,73.49423217700289,-58.215943898383436
0.025,82.38469494160208,-58.81427593669973
0.030303030303030304,88.95183153825887,-58.84906309288979
0.03636363636363636,95.60981433953823,-58.48639635052238
0.044444444444444446,99.45365749114238,-57.66782833711589
0.05319148936170213,110.9625130007533,-57.218103627889015
0.0617283950617284,111.30541321141605,-56.53297402405331
0.07299270072992702,118.5690944264406,-56.21449798451635
0.08928571428571429,122.70214788359459,-55.347846143719956
0.1063830013580854,123.1311183118535,-55.43360711389505
0.1234568053650377,123.21789594055983,-56.83851640998449
0.1449274942239147,129.7727806754489,-58.4584154501727
0.17857139668367916,135.70548727864414,-59.80366928440922
0.2127660027161708,144.08071302709243,-60.832927834810434
0.243902379536005,152.10516404216185,-61.791625423169364
0.2941175605536587,166.91394154563434,-62.98273369365516
0.35587188612099646,180.2730861968995,-63.81555766743434
0.4273504273504274,197.82808507122445,-64.33226452118657
0.4926108374384237,211.98273278549794,-64.83323047124819
0.5813953488372093,229.86996355643953,-65.40159649139062
0.7092198581560284,254.39675113156053,-65.5965900537639
0.8547008547008548,283.30753404861946,-65.4990121516409
0.9803921568627451,302.425308643466,-65.37383493382924
1.1627909680909227,330.13402795710715,-65.34634961575578
1.42857102040828,367.9929909062315,-65.15371666345852
1.6949149669635648,396.6252767486857,-64.55808313235049
1.9607839292580533,427.1906892776655,-64.24547765453886
2.3255808545160805,460.2912638608339,-63.58695304566578
2.857142857142857,500.5359666566704,-62.882563108610015
3.4129692832764507,532.1861383029418,-62.28095690059144
3.937007874015748,560.0916610728376,-62.1294869266541
4.651162790697675,597.661981309236,-61.91121030606716
5.6818181818181825,646.1174560326577,-62.03042071651152
6.849315068493151,681.7846267861757,-62.41087760030123
7.874015748031496,741.1015486464852,-62.17748079834359
9.345794392523365,822.4709485964837,-62.119667061284616
11.363640237604628,949.5866477363048,-60.81897253349758
13.698630136986303,943.7313806629484,-58.47326250559593
15.873020912070132,996.7003853634355,-58.49836740918927
18.51851851851852,1051.8179734620223,-57.63958794294186
22.727267561984647,1149.0662969427594,-56.263367398175276
27.027027027027028,1173.2601472735237,-54.66127478106178
31.25,1213.2611066645727,-53.96344692413484
37.174721189591075,1219.2969866599308,-53.70147860455823
45.45454545454546,1299.3334128528863,-50.01417343724564
54.6448087431694,1324.6801094346297,-48.064776845601294
62.893081761006286,1332.6001117520625,-46.79805449292231
74.6268656716418,1320.8685001700678,-45.834224621938326
90.90909090909092,1323.912821127206,-44.81372834590702
108.69569943291279,1300.0501999157761,-43.42343647112357
126.58229450408791,1265.086728607342,-43.08059680485931
149.25370906661058,1191.6511576442194,-41.5048437344532
181.81821487603906,1225.9772613063387,-40.23382093831258
217.3913043478261,1213.1465929166432,-40.619328231124214
250.0,1117.8417957053032,-39.128915657406075
294.1175605536586,1156.4816092201995,-38.24800117117402
363.6363636363637,1079.3903766755934,-36.06928417206418
436.6812227074236,1050.0895806826466,-37.05167325039678
505.0505050505051,1090.1894146870534,-33.88259274826313
595.2380952380952,981.2591271467103,-35.51033281482279
729.9270072992701,948.5267407928491,-33.3010734297135
877.1929824561404,853.7314971959247,-35.16083347764114
1010.1010101010102,904.5009598466938,-31.92490821675935
1190.4760487528513,757.067900117209,-34.014654499483704
1449.274942239147,760.0456628174472,-30.641168226152537
1754.3859649122808,671.0774205779187,-29.01106049778703
2000.0,684.8062118610766,-34.48945264174187
2380.9518140590917,606.1855145557498,-29.898360046037354
2941.1756055365868,600.8681241382825,-24.331192403543767
3496.5034965034965,602.5123509948306,-25.21071485517334
4032.258064516129,601.137637023361,-26.47019184523394
4761.9047619047615,533.552615574247,-30.799882546944986
5813.953488372093,530.910390949435,-29.10870481110618
6993.006993006993,461.60180750445653,-32.697954032841686
8064.516129032258,490.4815276351124,-27.568129925411125
9523.809523809523,365.63049052220924,-31.07120587000129
11627.909680909228,429.01194445158274,-37.61195326156714
