period_s,rho_det,phase_det_deg
0.003125,9.520859935687096,-48.02357168596423
0.0037735849056603774,10.465201930637125,-46.98977258086647
0.004366812227074236,10.429449517977957,-47.048991137072164
0.005154639175257732,11.79504086185083,-46.7521889899658
0.006289308176100629,12.548242247497061,-45.446183277056974
0.007575757575757576,12.963470317761967,-45.335290333094285
0.008695652173913044,13.4923136873951,-45.378150435627695
0.010309280476140305,13.55592532419175,-44.91662020183545
0.012658229450408792,13.643656228427805,-43.58476536084219
0.015151519742884772,13.15122646960017,-41.531865751566556
0.017543859649122806,13.156617626456885,-40.65642110232798
0.020408159100375693,11.055921733324498,-38.41993933277307
0.025,11.91003313023626,-37.96134016797512
0.030303030303030304,11.538445632103452,-37.33765759146332
0.03636363636363636,11.07061539947427,-36.200814233545074
0.044444444444444446,10.151478723063487,-35.11550906680569
0.05319148936170213,10.120657715929019,-34.62066715713756
0.0617283950617284,9.2967610269808,-33.95089529124959
0.07299270072992702,8.84983064824401,-33.99629227618455
0.08928571428571429,8.149252838404388,-33.89948533857676
0.1063830013580854,7.376614665679549,-34.67957821173411
0.1234568053650377,6.712563782094717,-36.900153021358065
0.1449274942239147,6.498359125523167,-39.39485027131254
0.17857139668367916,6.031315287714496,-42.425944526138466
0.2127660027161708,5.848415770357362,-45.428416317392035
0.243902379536005,5.704409658340972,-48.13235380259802
0.2941175605536587,5.843027221411045,-51.302884383486294
0.35587188612099646,5.9618433046632076,-55.40082184853133
0.4273504273504274,6.319341383667399,-58.90906495828103
0.4926108374384237,6.685716605538853,-61.773328341377564
0.5813953488372093,7.2712009498084464,-65.26588601927975
0.7092198581560284,8.23025438169124,-68.66350908080912
0.8547008547008548,9.501153305085497,-70.94405997900446
0.9803921568627451,10.611630698832522,-72.7584256303022
1.1627909680909227,12.345339993236985,-74.68633985361315
1.42857102040828,15.08742084233065,-76.33050640164828
1.6949149669635648,17.66839083398307,-76.83757245528508
1.9607839292580533,20.390569500830733,-77.03190343265793
2.3255808545160805,24.099392134435742,-77.10917277562618
2.857142857142857,29.096591570583268,-76.21204210207188
3.4129692832764507,33.89202307286927,-74.91299137070992
3.937007874015748,38.18154903137265,-73.65408182451098
4.651162790697675,43.53089916502645,-71.94458221134438
5.6818181818181825,50.80526190047856,-69.38631400312555
6.849315068493151,56.54829938664391,-67.4615713820164
7.874015748031496,61.604221820879246,-65.27227221662227
9.345794392523365,65.33613645469947,-62.44921899965135
11.363640237604628,70.82583364234156,-59.47852858288561
13.698630136986303,72.08258847205649,-57.26006035452751
15.873020912070132,72.60762523881027,-56.3377973314311
18.51851851851852,73.38677701358407,-54.40195556825339
22.727267561984647,73.65488314963775,-53.516598301691836
27.027027027027028,71.39500947779011,-52.66115535270044
31.25,72.3345742290373,-52.261247709055176
37.174721189591075,73.82286432209318,-52.606430711220725
45.45454545454546,75.69158760143961,-53.41332295284806
54.6448087431694,76.51575409175292,-53.74013574620843
62.893081761006286,79.44585569550097,-53.982843734902126
74.6268656716418,83.1249678754239,-54.48179885285262
90.90909090909092,87.19620411624635,-54.31716990734732
108.69569943291279,92.58856070933753,-54.5482111249099
126.58229450408791,95.95982837999533,-54.299792571720694
149.25370906661058,102.26739641546285,-53.60428513937553
181.81821487603906,109.58968733767155,-52.729325318295444
217.3913043478261,113.41980157491692,-51.728152436638155
250.0,115.58235168236044,-50.96629458033341
294.1175605536586,121.11252061443268,-50.47768188548882
363.6363636363637,124.20204658981874,-48.224063447889314
436.6812227074236,121.8827320739022,-47.039472208304986
505.0505050505051,124.41693591716448,-46.32111589158805
595.2380952380952,129.62911102039047,-44.131652640358524
729.9270072992701,130.8467646790221,-42.77484587605531
877.1929824561404,128.5144746754952,-41.616870843399155
1010.1010101010102,124.95578114387742,-41.82199565118291
1190.4760487528513,125.9736161671759,-39.10305530988386
1449.274942239147,108.8578628375105,-37.00369271284671
1754.3859649122808,119.01526939084894,-35.29215551203058
2000.0,100.1159524133397,-29.685248465745016
2380.9518140590917,129.75488559886108,-34.42255891987392
2941.1756055365868,86.50224538214731,-26.895359639987117
3496.5034965034965,103.31355246694817,-50.79008665978868
4032.258064516129,132.97682448989144,-30.818358942528928
4761.9047619047615,85.42766779716479,-29.216985728992988
5813.953488372093,72.77992664883757,-19.295472219670934
