period_s,rho_det,phase_det_deg
0.003125,22.70686374072362,-33.68552926101055
0.0037735849056603774,20.783898304339523,-32.10678806292709
0.004366812227074236,19.39603561957331,-32.000736848824175
0.005154639175257732,18.08782501411915,-31.69399812510833
0.006289308176100629,17.04150689103608,-31.009921954736427
0.007575757575757576,15.945392550458608,-31.453700481241384
0.008695652173913044,15.526930291427847,-32.509548526692335
0.010309280476140305,14.573740278407604,-32.94212274895777
0.012658229450408792,13.839488442689012,-32.61623957984023
0.015151519742884772,12.707963619810956,-31.67532801003436
0.017543859649122806,12.130001328454991,-31.4510062809098
0.020408159100375693,10.523553451222663,-31.179721224784394
0.025,10.452936242877374,-31.487111138351178
0.030303030303030304,9.986816899316363,-31.702491065677236
0.03636363636363636,9.531782741034249,-31.62908641246707
0.044444444444444446,8.993917074952458,-31.54549492656341
0.05319148936170213,8.913853060380266,-31.130449350828243
0.0617283950617284,8.569590189735848,-30.393059722852808
0.07299270072992702,8.231713289214632,-29.934302450410062
0.08928571428571429,7.832628262201488,-28.145037537911165
0.1063830013580854,7.2205126097563435,-27.05465553558149
0.1234568053650377,6.523402900356586,-27.38074793171376
0.1449274942239147,6.032076775647678,-27.74317816346213
0.17857139668367916,5.329176402288243,-28.152558934710658
0.2127660027161708,4.821538594011651,-28.48837493434615
0.243902379536005,4.408518518044262,-29.458333044065437
0.2941175605536587,4.083911753572915,-30.816500971128715
0.35587188612099646,3.6824798588821617,-32.89675867781696
0.4273504273504274,3.4211886070349165,-35.63846328940265
0.4926108374384237,3.301798433971928,-37.587248227916575
0.5813953488372093,3.1710749630621344,-40.8243769493112
0.7092198581560284,3.097254595011604,-43.989264845477045
0.8547008547008548,3.1820932134358233,-46.53935505608132
0.9803921568627451,3.2040360803104075,-48.60744711602858
1.1627909680909227,3.295983919566739,-51.12749251346793
1.42857102040828,3.488612617505348,-53.8184915117821
1.6949149669635648,3.6226869132144963,-55.144193489399214
1.9607839292580533,3.812987947605255,-56.973259043651446
2.3255808545160805,4.012742143548544,-59.074414708160745
2.857142857142857,4.424305463552329,-61.64141417241365
3.4129692832764507,4.775016138288908,-62.987770225421635
3.937007874015748,5.187787363357082,-63.89329476168523
4.651162790697675,5.802170479677738,-66.01710953137501
5.6818181818181825,6.466023824472352,-67.9184711036241
6.849315068493151,7.186807508691881,-68.85151611427065
7.874015748031496,8.149629381045283,-68.81401683263789
9.345794392523365,9.292987656574157,-69.34354645764648
11.363640237604628,10.330499282571264,-69.84132433886806
13.698630136986303,10.775672412992567,-70.26880236376043
15.873020912070132,12.012304653435075,-70.42119784061963
18.51851851851852,13.650418856316548,-70.74031937074967
22.727267561984647,15.776101152354434,-70.671608297579
27.027027027027028,17.294662358697252,-70.13848773685127
31.25,18.856515908574945,-69.43376844693246
37.174721189591075,21.34479441127401,-69.04781994656382
45.45454545454546,24.67222905959189,-68.25022610139477
54.6448087431694,27.589832269358784,-67.37781843548582
62.893081761006286,29.14414264868332,-66.66548738053713
74.6268656716418,32.291101048293314,-65.46289587010592
90.90909090909092,36.07531695851661,-63.42029643692042
108.69569943291279,38.361577594266684,-61.50169962843939
126.58229450408791,40.860591231160804,-59.31470034786299
149.25370906661058,44.968966913437015,-56.824912765820216
181.81821487603906,47.076533752039026,-54.9998021389207
217.3913043478261,48.652378877051824,-51.689949054344474
250.0,49.124570442330636,-49.78878325226814
294.1175605536586,50.08984999678919,-48.299167244396976
363.6363636363637,48.76139645111264,-43.52584872925
436.6812227074236,46.86735232236963,-43.34782032058522
505.0505050505051,48.06699774190767,-43.06229903936251
595.2380952380952,47.78790327246546,-41.73350246922202
729.9270072992701,40.491541627776435,-38.784284024432345
877.1929824561404,36.500114208753786,-38.09373531118757
1010.1010101010102,38.51023971284284,-43.093699549235055
1190.4760487528513,40.731680926796166,-37.77098872912596
1449.274942239147,40.589181051606694,-34.47927830098578
1754.3859649122808,15.514228406477095,-31.63981757645177
2000.0,37.74311076494389,-21.81178848567566
2380.9518140590917,36.53579062214136,-28.05054732431376
2941.1756055365868,23.191086070723273,-53.64951089753971
3496.5034965034965,46.117131123115186,-42.4610985281001
4032.258064516129,41.51714889590314,-62.80177696595542
4761.9047619047615,117.84560931860915,-6.987440151811239
5813.953488372093,10.157017045000378,-56.93130501182334
