     0.00313 +1.6706E-01 +1.3104E-01 +6.3696E-03
     0.00629 +1.4517E-01 +1.1782E-01 +5.6089E-03
     0.01515 +8.9288E-02 +9.8057E-02 +3.9785E-03
     0.03030 +4.5329E-02 +7.1923E-02 +2.5505E-03
     0.06173 +2.3481E-02 +4.5248E-02 +1.5293E-03
     0.14493 +1.2247E-02 +2.2349E-02 +7.6453E-04
     0.29412 +9.2039E-03 +1.1911E-02 +4.5157E-04
     0.58140 +8.2505E-03 +6.2413E-03 +3.1036E-04
     1.42857 +7.9337E-03 +3.2043E-03 +2.5669E-04
     2.85714 +7.5645E-03 +2.6784E-03 +2.4074E-04
     5.68182 +6.6074E-03 +3.0314E-03 +2.1809E-04
    13.69863 +4.4452E-03 +3.1567E-03 +1.6356E-04
    27.02703 +2.9989E-03 +2.3700E-03 +1.1467E-04
    62.89308 +2.1010E-03 +1.5991E-03 +7.9209E-05
   126.58229 +1.5951E-03 +1.2692E-03 +6.1152E-05
   294.11756 +1.0788E-03 +9.8837E-04 +4.3893E-05
   595.23810 +7.0500E-04 +7.5872E-04 +3.1071E-05
  1190.47605 +4.5791E-04 +5.7526E-04 +2.2058E-05
  2941.17561 +2.2262E-04 +3.0641E-04 +1.1362E-05
  5813.95349 +2.3469E-04 +1.8710E-04 +9.0044E-06
