     0.00313 +1.7784E-01 +2.4373E-01 +9.0513E-03
     0.00629 +1.0515E-01 +1.6536E-01 +5.8788E-03
     0.01266 +6.4800E-02 +1.0174E-01 +3.6187E-03
     0.02500 +4.1400E-02 +6.1668E-02 +2.2283E-03
     0.05319 +2.9701E-02 +3.6936E-02 +1.4219E-03
     0.12346 +2.1329E-02 +2.0483E-02 +8.8714E-04
     0.24390 +1.7085E-02 +1.3592E-02 +6.5496E-04
     0.49261 +1.3915E-02 +9.4298E-03 +5.0427E-04
     0.98039 +1.1284E-02 +6.5633E-03 +3.9162E-04
     1.96078 +9.5867E-03 +4.6473E-03 +3.1961E-04
     4.65116 +8.1354E-03 +3.6173E-03 +2.6710E-04
     9.34579 +6.8203E-03 +3.0796E-03 +2.2450E-04
    18.51852 +5.7815E-03 +2.6910E-03 +1.9131E-04
    37.17472 +4.6866E-03 +2.7218E-03 +1.6259E-04
    74.62687 +3.3136E-03 +2.6625E-03 +1.2752E-04
   149.25371 +2.0539E-03 +2.1745E-03 +8.9734E-05
   363.63636 +1.0939E-03 +1.4094E-03 +5.3523E-05
   729.92701 +5.9118E-04 +9.9492E-04 +3.4719E-05
  1449.27494 +3.1449E-04 +6.7012E-04 +2.2207E-05
  2941.17561 +1.2856E-04 +4.0023E-04 +1.2611E-05
